times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21
690.0,0.9387755102040822,0.9827586206896555,0.9591836734693874,1.0,0.9848484848484849,1.0,1.0,0.8518518518518517,0.96875,1.0,1.0,0.9767441860465118,0.9176470588235291,0.972727272727272,0.98,1.0,0.8333333333333331,1.0,0.9,0.9615384615384621,1.0,1.0,0.9147286821705432
723.0,0.9336734693877559,0.9827586206896555,0.9591836734693874,1.0,0.9848484848484849,1.0,1.0,0.8518518518518517,0.96875,1.0,1.0,0.9767441860465118,0.9058823529411765,0.972727272727272,0.98,1.0,0.7916666666666664,1.0,0.88,0.9615384615384621,1.0,1.0,0.9069767441860468
730.0,0.9285714285714287,0.9827586206896555,0.9489795918367346,1.0,0.9772727272727274,1.0,1.0,0.8518518518518517,0.96875,1.0,1.0,0.9767441860465118,0.9058823529411765,0.9636363636363631,0.98,1.0,0.7916666666666664,1.0,0.88,0.9538461538461542,1.0,1.0,0.8992248062015504
794.0,0.9234693877551027,0.9827586206896555,0.9489795918367346,1.0,0.9696969696969697,1.0,1.0,0.8518518518518517,0.96875,1.0,1.0,0.9767441860465118,0.8941176470588234,0.9636363636363631,0.98,1.0,0.7916666666666664,1.0,0.8600000000000001,0.946153846153846,1.0,1.0,0.8914728682170545
796.0,0.918367346938776,0.9655172413793109,0.9387755102040815,1.0,0.9696969696969697,1.0,1.0,0.8518518518518517,0.96875,1.0,1.0,0.9767441860465118,0.8941176470588234,0.9545454545454539,0.9699999999999995,1.0,0.7916666666666664,1.0,0.8400000000000002,0.9384615384615389,1.0,1.0,0.8914728682170545
803.0,0.9132653061224493,0.9655172413793109,0.9387755102040815,1.0,0.9696969696969697,1.0,1.0,0.814814814814815,0.96875,1.0,1.0,0.9767441860465118,0.8823529411764701,0.9545454545454539,0.9699999999999995,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9307692307692312,1.0,1.0,0.8837209302325585
805.0,0.9081632653061227,0.9655172413793109,0.9387755102040815,1.0,0.9621212121212123,1.0,1.0,0.7777777777777778,0.96875,1.0,1.0,0.9767441860465118,0.8705882352941179,0.9545454545454539,0.9699999999999995,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9307692307692312,1.0,1.0,0.8759689922480624
880.0,0.903061224489796,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9545454545454548,1.0,1.0,0.7407407407407406,0.96875,1.0,1.0,0.9534883720930234,0.8588235294117643,0.9545454545454539,0.9599999999999994,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9230769230769231,1.0,1.0,0.8759689922480624
910.0,0.8979591836734694,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9545454545454548,1.0,1.0,0.7407407407407406,0.96875,1.0,1.0,0.9534883720930234,0.8470588235294115,0.9545454545454539,0.9599999999999994,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9230769230769231,1.0,1.0,0.8682170542635657
958.0,0.8979591836734694,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9545454545454548,1.0,1.0,0.7407407407407406,0.96875,1.0,1.0,0.9534883720930234,0.8470588235294115,0.9545454545454539,0.9599999999999994,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9230769230769231,1.0,1.0,0.8682170542635657
994.0,0.8928279883381921,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9469090909090909,1.0,1.0,0.7037037037037035,0.96875,1.0,0.9807692307692305,0.9534883720930234,0.8352941176470586,0.9545454545454539,0.9599999999999994,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9230769230769231,1.0,1.0,0.8603952789999305
1023.0,0.8876967930029154,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9392727272727267,1.0,1.0,0.7037037037037035,0.96875,1.0,0.9807692307692305,0.9302325581395349,0.8235294117647061,0.9545454545454539,0.9599999999999994,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9230769230769231,1.0,1.0,0.8525735037362943
1104.0,0.8876967930029154,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9392727272727267,1.0,1.0,0.7037037037037035,0.96875,1.0,0.9807692307692305,0.9302325581395349,0.8235294117647061,0.9545454545454539,0.9599999999999994,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9230769230769231,1.0,1.0,0.8525735037362943
1112.0,0.88253576513662,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9392727272727267,1.0,1.0,0.7037037037037035,0.96875,1.0,0.9807692307692305,0.9302325581395349,0.8115942028985508,0.9452780229479248,0.949787234042553,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9152542372881355,1.0,1.0,0.8446793046276243
1136.0,0.8773747372703239,0.948275862068966,0.9387755102040815,0.9772727272727274,0.9315737704918028,1.0,1.0,0.7037037037037035,0.96875,1.0,0.9615384615384612,0.9302325581395349,0.7996589940323952,0.9452780229479248,0.949787234042553,1.0,0.7916666666666664,1.0,0.8200000000000002,0.9152542372881355,1.0,1.0,0.836785105518955
1171.0,0.8722137094040276,0.948275862068966,0.9284592958062347,0.9772727272727274,0.9315737704918028,1.0,1.0,0.6666666666666665,0.96875,1.0,0.9615384615384612,0.9302325581395349,0.7996589940323952,0.9452780229479248,0.949787234042553,1.0,0.7499999999999998,1.0,0.8200000000000002,0.9074315514993477,1.0,1.0,0.8288909064102856
1206.0,0.8670526815377314,0.948275862068966,0.9284592958062347,0.9772727272727274,0.9238748137108784,1.0,1.0,0.6666666666666665,0.96875,1.0,0.9615384615384612,0.9302325581395349,0.78772378516624,0.9452780229479248,0.939574468085106,1.0,0.7499999999999998,1.0,0.8200000000000002,0.8996088657105604,1.0,1.0,0.8209967073016163
1215.0,0.8670526815377314,0.948275862068966,0.9284592958062347,0.9772727272727274,0.9238748137108784,1.0,1.0,0.6666666666666665,0.96875,1.0,0.9615384615384612,0.9302325581395349,0.78772378516624,0.9452780229479248,0.939574468085106,1.0,0.7499999999999998,1.0,0.8200000000000002,0.8996088657105604,1.0,1.0,0.8209967073016163
1233.0,0.8618607493129546,0.948275862068966,0.9181430814083874,0.9772727272727274,0.9161111598141485,1.0,1.0,0.6666666666666665,0.96875,1.0,0.9419152276295134,0.9302325581395349,0.78772378516624,0.9360105913503967,0.939574468085106,1.0,0.7499999999999998,1.0,0.8,0.8996088657105604,1.0,1.0,0.8130258654831536
1259.0,0.8566688170881772,0.948275862068966,0.9181430814083874,0.9772727272727274,0.9083475059174182,1.0,1.0,0.6296296296296297,0.96875,0.975,0.9419152276295134,0.9302325581395349,0.78772378516624,0.9360105913503967,0.9292494739303249,1.0,0.7083333333333333,1.0,0.78,0.8917175598709942,1.0,1.0,0.8050550236646918
1290.0,0.8566688170881772,0.948275862068966,0.9181430814083874,0.9772727272727274,0.9083475059174182,1.0,1.0,0.6296296296296297,0.96875,0.975,0.9419152276295134,0.9302325581395349,0.78772378516624,0.9360105913503967,0.9292494739303249,1.0,0.7083333333333333,1.0,0.78,0.8917175598709942,1.0,1.0,0.8050550236646918
1554.0,0.8566688170881772,0.948275862068966,0.9181430814083874,0.9772727272727274,0.9083475059174182,1.0,1.0,0.6296296296296297,0.96875,0.975,0.9419152276295134,0.9302325581395349,0.78772378516624,0.9360105913503967,0.9292494739303249,1.0,0.7083333333333333,1.0,0.78,0.8917175598709942,1.0,1.0,0.8050550236646918
1591.0,0.8566688170881772,0.948275862068966,0.9181430814083874,0.9772727272727274,0.9083475059174182,1.0,1.0,0.6296296296296297,0.96875,0.975,0.9419152276295134,0.9302325581395349,0.78772378516624,0.9360105913503967,0.9292494739303249,1.0,0.7083333333333333,1.0,0.78,0.8917175598709942,1.0,1.0,0.8050550236646918
1598.0,0.8513807379703494,0.948275862068966,0.9077096373014736,0.9772727272727274,0.9005169239698545,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.78772378516624,0.9265559389125144,0.9188084686052657,1.0,0.7083333333333333,1.0,0.78,0.8836840683406254,1.0,1.0,0.7970044734280445
1693.0,0.8460926588525208,0.948275862068966,0.9077096373014736,0.9772727272727274,0.9005169239698545,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.7752202330207443,0.9265559389125144,0.9083674632802055,1.0,0.6666666666666665,1.0,0.78,0.8756505768102555,1.0,1.0,0.788953923191398
1703.0,0.8460926588525208,0.948275862068966,0.9077096373014736,0.9772727272727274,0.9005169239698545,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.7752202330207443,0.9265559389125144,0.9083674632802055,1.0,0.6666666666666665,1.0,0.78,0.8756505768102555,1.0,1.0,0.788953923191398
1721.0,0.840771321375461,0.948275862068966,0.8972761931945598,0.9772727272727274,0.8926176527069611,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.7752202330207443,0.9170038158309419,0.9083674632802055,1.0,0.6249999999999999,1.0,0.78,0.867542701099049,1.0,1.0,0.7808203775914866
1731.0,0.8354499838984007,0.931034482758621,0.8972761931945598,0.9545454545454548,0.8847183814440671,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.7625117046105679,0.9170038158309419,0.9083674632802055,1.0,0.6249999999999999,1.0,0.7594736842105263,0.859434825387843,1.0,1.0,0.7808203775914866
1740.0,0.8354499838984007,0.931034482758621,0.8972761931945598,0.9545454545454548,0.8847183814440671,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.7625117046105679,0.9170038158309419,0.9083674632802055,1.0,0.6249999999999999,1.0,0.7594736842105263,0.859434825387843,1.0,1.0,0.7808203775914866
1742.0,0.8300945352836675,0.931034482758621,0.8868427490876468,0.9545454545454548,0.8767479455752021,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9302325581395349,0.7625117046105679,0.9074516927493698,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7594736842105263,0.859434825387843,1.0,1.0,0.7726012157221025
1743.0,0.8247390866689344,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8767479455752021,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7625117046105679,0.9074516927493698,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7594736842105263,0.859434825387843,1.0,1.0,0.7643820538527187
1781.0,0.8247390866689344,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8767479455752021,1.0,1.0,0.6296296296296297,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7625117046105679,0.9074516927493698,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7594736842105263,0.859434825387843,1.0,1.0,0.7643820538527187
1815.0,0.8193486351220788,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8687775097063362,1.0,1.0,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7493649510827998,0.8977979513371427,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7389473684210526,0.8513269496766369,1.0,1.0,0.7560735532673627
1918.0,0.8193486351220788,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8687775097063362,1.0,1.0,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7493649510827998,0.8977979513371427,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7389473684210526,0.8513269496766369,1.0,1.0,0.7560735532673627
1920.0,0.8193486351220788,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8687775097063362,1.0,1.0,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7493649510827998,0.8977979513371427,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7389473684210526,0.8513269496766369,1.0,1.0,0.7560735532673627
2105.0,0.8193486351220788,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8687775097063362,1.0,1.0,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7493649510827998,0.8977979513371427,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7389473684210526,0.8513269496766369,1.0,1.0,0.7560735532673627
2196.0,0.8193486351220788,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8687775097063362,1.0,1.0,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7493649510827998,0.8977979513371427,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7389473684210526,0.8513269496766369,1.0,1.0,0.7560735532673627
2225.0,0.8193486351220788,0.931034482758621,0.8764093049807329,0.9545454545454548,0.8687775097063362,1.0,1.0,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.9050911376492772,0.7493649510827998,0.8977979513371427,0.9083674632802055,1.0,0.5833333333333331,1.0,0.7389473684210526,0.8513269496766369,1.0,1.0,0.7560735532673627
2349.0,0.8137748348831532,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8605814954638235,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7493649510827998,0.8877103339063889,0.8972898112889836,0.95,0.5833333333333331,1.0,0.7389473684210526,0.8428979699768684,1.0,1.0,0.7475783448036849
2454.0,0.8082010346442274,0.931034482758621,0.8658501567279528,0.9545454545454548,0.852385481221311,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7352259897416149,0.8776227164756341,0.8862121592977608,0.95,0.5833333333333331,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2549.0,0.8082010346442274,0.931034482758621,0.8658501567279528,0.9545454545454548,0.852385481221311,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7352259897416149,0.8776227164756341,0.8862121592977608,0.95,0.5833333333333331,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2561.0,0.8082010346442274,0.931034482758621,0.8658501567279528,0.9545454545454548,0.852385481221311,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7352259897416149,0.8776227164756341,0.8862121592977608,0.95,0.5833333333333331,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2604.0,0.8025492791572052,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7210870284004298,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2647.0,0.8025492791572052,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7210870284004298,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2672.0,0.8025492791572052,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7210870284004298,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2722.0,0.8025492791572052,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7210870284004298,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2809.0,0.8025492791572052,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7210870284004298,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.7184210526315788,0.8344689902770992,1.0,1.0,0.7390831363400064
2863.0,0.7967337046705586,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7066652878324212,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8344689902770992,1.0,1.0,0.7304891463825649
2879.0,0.7967337046705586,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7066652878324212,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8344689902770992,1.0,1.0,0.7304891463825649
2892.0,0.7967337046705586,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7066652878324212,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8344689902770992,1.0,1.0,0.7304891463825649
2909.0,0.7967337046705586,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7066652878324212,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8344689902770992,1.0,1.0,0.7304891463825649
2965.0,0.7967337046705586,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7066652878324212,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8344689902770992,1.0,1.0,0.7304891463825649
2972.0,0.7967337046705586,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5902777777777779,0.96875,0.95,0.9222919937205649,0.8784708100713571,0.7066652878324212,0.8776227164756341,0.8862121592977608,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8344689902770992,1.0,1.0,0.7304891463825649
3121.0,0.7906978432715391,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8776227164756341,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7214707618593228
3188.0,0.7906978432715391,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8776227164756341,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7214707618593228
3293.0,0.7906978432715391,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8776227164756341,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7214707618593228
3296.0,0.7906978432715391,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8776227164756341,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7214707618593228
3311.0,0.7906978432715391,0.931034482758621,0.8658501567279528,0.9545454545454548,0.8441098940249872,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8776227164756341,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7214707618593228
3313.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3492.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3544.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3555.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3608.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3614.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3721.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3771.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3779.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3782.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3800.0,0.7844718760016846,0.931034482758621,0.8534808687746963,0.9545454545454548,0.83513000153536,1.0,0.9761904761904763,0.5481150793650795,0.96875,0.95,0.9222919937205649,0.8481787131723446,0.6919430943359122,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6959703947368421,0.8255916605933006,1.0,1.0,0.7124523773360816
3822.0,0.7777091874154634,0.931034482758621,0.8534808687746963,0.9545454545454548,0.8251879777075585,1.0,0.9761904761904763,0.498286435786436,0.96875,0.9193548387096774,0.9222919937205649,0.8481787131723446,0.6754682587564858,0.8662250188590671,0.874551472991211,0.95,0.5416666666666666,1.0,0.6727713815789473,0.8255916605933006,1.0,1.0,0.7024178368102215
