times,population,R0,R1,R2
200.0,0.43999999999999995,0.9137931034482758,0.18260869565217389,0.2300884955752212
203.0,0.4365217391304345,0.9051724137931033,0.17391304347826084,0.2300884955752212
204.0,0.4347826086956519,0.896551724137931,0.17391304347826084,0.2300884955752212
207.0,0.43304347826086936,0.896551724137931,0.1652173913043478,0.2300884955752212
208.0,0.43130434782608695,0.8879310344827588,0.1652173913043478,0.2300884955752212
209.0,0.4295652173913044,0.8879310344827588,0.1652173913043478,0.22123893805309724
210.0,0.4260869565217392,0.8706896551724141,0.1652173913043478,0.22123893805309724
211.0,0.42434782608695654,0.8706896551724141,0.15652173913043474,0.22123893805309724
212.0,0.42260869565217374,0.8620689655172419,0.15652173913043474,0.22123893805309724
215.0,0.42086956521739133,0.853448275862069,0.15652173913043474,0.22123893805309724
216.0,0.41913043478260853,0.853448275862069,0.15652173913043474,0.22123893805309724
217.0,0.41739130434782595,0.853448275862069,0.15652173913043474,0.22123893805309724
218.0,0.41565217391304354,0.853448275862069,0.15652173913043474,0.22123893805309724
220.0,0.40869565217391296,0.844827586206897,0.15652173913043474,0.22123893805309724
222.0,0.40695652173913044,0.844827586206897,0.15652173913043474,0.22123893805309724
224.0,0.4017391304347824,0.844827586206897,0.15652173913043474,0.22123893805309724
225.0,0.39999999999999997,0.844827586206897,0.15652173913043474,0.22123893805309724
226.0,0.3947826086956522,0.8362068965517243,0.15652173913043474,0.21238938053097342
227.0,0.39130434782608686,0.8275862068965517,0.15652173913043474,0.21238938053097342
228.0,0.38782608695652165,0.8189655172413793,0.15652173913043474,0.2035398230088495
231.0,0.382608695652174,0.8189655172413793,0.14782608695652175,0.2035398230088495
232.0,0.37913043478260855,0.8017241379310349,0.14782608695652175,0.2035398230088495
233.0,0.3756521739130435,0.7844827586206895,0.14782608695652175,0.2035398230088495
237.0,0.37391304347826065,0.7758620689655173,0.14782608695652175,0.2035398230088495
238.0,0.3721739130434781,0.7672413793103448,0.14782608695652175,0.2035398230088495
239.0,0.37043478260869567,0.7672413793103448,0.14782608695652175,0.19469026548672566
242.0,0.3669565217391304,0.7500000000000001,0.14782608695652175,0.19469026548672566
243.0,0.3634782608695651,0.7413793103448274,0.13913043478260867,0.19469026548672566
244.0,0.3617391304347825,0.7327586206896555,0.13913043478260867,0.19469026548672566
245.0,0.35826086956521735,0.7241379310344827,0.13913043478260867,0.19469026548672566
246.0,0.3565217391304348,0.7241379310344827,0.13913043478260867,0.18584070796460173
248.0,0.354782608695652,0.7241379310344827,0.13913043478260867,0.17699115044247782
250.0,0.3530434782608694,0.7241379310344827,0.13913043478260867,0.17699115044247782
253.0,0.351304347826087,0.7241379310344827,0.13913043478260867,0.1681415929203539
255.0,0.3478260869565215,0.7068965517241382,0.13913043478260867,0.1681415929203539
256.0,0.346086956521739,0.7068965517241382,0.13913043478260867,0.15929203539823003
259.0,0.34260869565217383,0.6982758620689659,0.13913043478260867,0.15929203539823003
260.0,0.3391304347826086,0.6810344827586208,0.13913043478260867,0.15929203539823003
267.0,0.33739130434782605,0.6724137931034484,0.13913043478260867,0.15929203539823003
268.0,0.3339130434782608,0.6637931034482761,0.13913043478260867,0.15044247787610618
273.0,0.3321739130434782,0.6551724137931035,0.13913043478260867,0.15044247787610618
274.0,0.32695652173913037,0.6465517241379309,0.13913043478260867,0.15044247787610618
276.0,0.3252173913043478,0.6465517241379309,0.13913043478260867,0.15044247787610618
279.0,0.32347826086956527,0.6465517241379309,0.13913043478260867,0.15044247787610618
280.0,0.3217391304347824,0.6465517241379309,0.13913043478260867,0.15044247787610618
282.0,0.32,0.637931034482759,0.13913043478260867,0.15044247787610618
285.0,0.3147826086956522,0.637931034482759,0.13913043478260867,0.15044247787610618
287.0,0.3130434782608695,0.637931034482759,0.13913043478260867,0.15044247787610618
289.0,0.31130434782608685,0.637931034482759,0.13913043478260867,0.15044247787610618
290.0,0.3078260869565216,0.637931034482759,0.13913043478260867,0.15044247787610618
292.0,0.30608695652173895,0.637931034482759,0.13913043478260867,0.15044247787610618
296.0,0.3043478260869566,0.6293103448275862,0.13913043478260867,0.15044247787610618
297.0,0.30260869565217385,0.6293103448275862,0.13913043478260867,0.15044247787610618
299.0,0.30086956521739133,0.6293103448275862,0.13913043478260867,0.15044247787610618
300.0,0.29913043478260853,0.6293103448275862,0.13913043478260867,0.15044247787610618
306.0,0.2956521739130435,0.6293103448275862,0.13913043478260867,0.14159292035398224
307.0,0.2921739130434781,0.6293103448275862,0.13913043478260867,0.13274336283185836
310.0,0.29043478260869565,0.6206896551724139,0.13913043478260867,0.13274336283185836
313.0,0.2886956521739131,0.6120689655172415,0.13913043478260867,0.13274336283185836
317.0,0.2869565217391303,0.6034482758620693,0.13913043478260867,0.13274336283185836
321.0,0.28521739130434787,0.6034482758620693,0.13043478260869565,0.13274336283185836
324.0,0.2834782608695651,0.6034482758620693,0.13043478260869565,0.13274336283185836
325.0,0.28173913043478244,0.6034482758620693,0.13043478260869565,0.13274336283185836
328.0,0.27999999999999997,0.6034482758620693,0.13043478260869565,0.13274336283185836
332.0,0.27826086956521723,0.6034482758620693,0.13043478260869565,0.13274336283185836
339.0,0.2765217391304347,0.5948275862068968,0.13043478260869565,0.13274336283185836
343.0,0.27478260869565213,0.5948275862068968,0.13043478260869565,0.12389380530973446
348.0,0.2730434782608694,0.5948275862068968,0.13043478260869565,0.12389380530973446
349.0,0.2713043478260869,0.5862068965517244,0.13043478260869565,0.12389380530973446
353.0,0.26956521739130435,0.5862068965517244,0.13043478260869565,0.12389380530973446
354.0,0.26434782608695645,0.5862068965517244,0.12173913043478257,0.12389380530973446
355.0,0.2626086956521738,0.5775862068965516,0.12173913043478257,0.12389380530973446
360.0,0.2608695652173912,0.5689655172413792,0.12173913043478257,0.12389380530973446
361.0,0.25913043478260867,0.5603448275862069,0.12173913043478257,0.12389380530973446
362.0,0.2573913043478259,0.5603448275862069,0.12173913043478257,0.12389380530973446
364.0,0.25565217391304335,0.5603448275862069,0.12173913043478257,0.12389380530973446
369.0,0.25391304347826077,0.5517241379310344,0.12173913043478257,0.12389380530973446
373.0,0.25217391304347814,0.5517241379310344,0.12173913043478257,0.12389380530973446
374.0,0.2504347826086956,0.5431034482758621,0.12173913043478257,0.12389380530973446
377.0,0.2486956521739129,0.5431034482758621,0.11304347826086955,0.12389380530973446
379.0,0.2469565217391304,0.5344827586206898,0.11304347826086955,0.12389380530973446
380.0,0.2452173913043478,0.5258620689655173,0.11304347826086955,0.12389380530973446
384.0,0.24347826086956506,0.5172413793103448,0.11304347826086955,0.12389380530973446
386.0,0.24173913043478248,0.5086206896551726,0.11304347826086955,0.12389380530973446
396.0,0.24000000000000005,0.49999999999999994,0.11304347826086955,0.12389380530973446
398.0,0.23826086956521736,0.49999999999999994,0.11304347826086955,0.11504424778761059
399.0,0.2365217391304348,0.49999999999999994,0.10434782608695652,0.11504424778761059
401.0,0.23478260869565215,0.49137931034482774,0.10434782608695652,0.11504424778761059
408.0,0.23304347826086946,0.48275862068965547,0.10434782608695652,0.11504424778761059
431.0,0.2313043478260869,0.47413793103448293,0.10434782608695652,0.11504424778761059
434.0,0.22956521739130423,0.4655172413793105,0.10434782608695652,0.11504424778761059
436.0,0.2278260869565216,0.45689655172413807,0.10434782608695652,0.11504424778761059
437.0,0.22608695652173902,0.4482758620689657,0.10434782608695652,0.11504424778761059
441.0,0.22434782608695644,0.4482758620689657,0.09565217391304348,0.11504424778761059
442.0,0.2226086956521738,0.43965517241379315,0.09565217391304348,0.11504424778761059
449.0,0.22086956521739123,0.4310344827586207,0.09565217391304348,0.11504424778761059
458.0,0.21913043478260863,0.4224137931034483,0.09565217391304348,0.11504424778761059
459.0,0.21565217391304348,0.413793103448276,0.09565217391304348,0.11504424778761059
461.0,0.21391304347826073,0.4051724137931034,0.09565217391304348,0.11504424778761059
471.0,0.21217391304347824,0.4051724137931034,0.09565217391304348,0.11504424778761059
477.0,0.21043478260869566,0.3965517241379311,0.09565217391304348,0.11504424778761059
490.0,0.20869565217391295,0.3879310344827586,0.09565217391304348,0.11504424778761059
491.0,0.20695652173913043,0.3879310344827586,0.09565217391304348,0.11504424778761059
494.0,0.20521739130434785,0.3879310344827586,0.09565217391304348,0.11504424778761059
499.0,0.2034782608695652,0.3879310344827586,0.09565217391304348,0.11504424778761059
501.0,0.2034782608695652,0.3879310344827586,0.09565217391304348,0.11504424778761059
502.0,0.20172413793103453,0.3793103448275862,0.09565217391304348,0.11504424778761059
503.0,0.20172413793103453,0.3793103448275862,0.09565217391304348,0.11504424778761059
510.0,0.20172413793103453,0.3793103448275862,0.09565217391304348,0.11504424778761059
516.0,0.19990680335507938,0.3706896551724138,0.09565217391304348,0.11504424778761059
519.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
523.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
533.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
537.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
538.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
539.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
540.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
541.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
542.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
543.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
544.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
545.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
546.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
547.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
548.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
549.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
551.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
552.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
553.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
554.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
555.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
556.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
557.0,0.19808946877912398,0.3706896551724138,0.09565217391304348,0.11504424778761059
559.0,0.1941276794035415,0.3706896551724138,0.07971014492753621,0.11504424778761059
560.0,0.1941276794035415,0.3706896551724138,0.07971014492753621,0.11504424778761059
562.0,0.1941276794035415,0.3706896551724138,0.07971014492753621,0.11504424778761059
564.0,0.1941276794035415,0.3706896551724138,0.07971014492753621,0.11504424778761059
565.0,0.1941276794035415,0.3706896551724138,0.07971014492753621,0.11504424778761059
567.0,0.1941276794035415,0.3706896551724138,0.07971014492753621,0.11504424778761059
568.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
569.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
575.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
576.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
578.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
582.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
586.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
587.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
589.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
593.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
597.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
598.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
603.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
619.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
621.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
624.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
625.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
630.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
633.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
634.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
654.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
655.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
658.0,0.18888098536560793,0.3706896551724138,0.07971014492753621,0.09587020648967551
659.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
708.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
734.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
762.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
763.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
805.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
1172.0,0.16527086219490697,0.3706896551724138,0.07971014492753621,0.09587020648967551
