times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15
730.0,0.9285714285714287,0.9827586206896555,1.0,0.8518518518518517,1.0,0.9489795918367346,0.9636363636363631,0.8333333333333335,1.0,0.9538461538461542,0.9574468085106383,0.9772727272727274,0.9493670886075947,0.8970588235294116,1.0,1.0,0.8992248062015504
794.0,0.9234693877551027,0.9827586206896555,1.0,0.8518518518518517,1.0,0.9489795918367346,0.9636363636363631,0.8333333333333335,1.0,0.946153846153846,0.9574468085106383,0.9696969696969697,0.9493670886075947,0.8823529411764701,1.0,1.0,0.8914728682170545
796.0,0.918367346938776,0.9655172413793109,1.0,0.8518518518518517,1.0,0.9387755102040815,0.9545454545454539,0.8333333333333335,1.0,0.9384615384615389,0.9574468085106383,0.9696969696969697,0.9493670886075947,0.8823529411764701,1.0,1.0,0.8914728682170545
803.0,0.9132653061224493,0.9655172413793109,1.0,0.814814814814815,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.7777777777777778,1.0,0.9307692307692312,0.9574468085106383,0.9696969696969697,0.9493670886075947,0.8823529411764701,1.0,1.0,0.8837209302325585
805.0,0.9081632653061227,0.9655172413793109,1.0,0.7777777777777778,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.7777777777777778,1.0,0.9307692307692312,0.9574468085106383,0.9621212121212123,0.9493670886075947,0.8676470588235294,1.0,1.0,0.8759689922480624
880.0,0.903061224489796,0.948275862068966,1.0,0.7407407407407406,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.7222222222222223,1.0,0.9230769230769231,0.9574468085106383,0.9545454545454548,0.9367088607594941,0.8676470588235294,1.0,0.9772727272727274,0.8759689922480624
910.0,0.8979591836734694,0.948275862068966,1.0,0.7407407407407406,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.7222222222222223,1.0,0.9230769230769231,0.9574468085106383,0.9545454545454548,0.9367088607594941,0.8529411764705878,1.0,0.9772727272727274,0.8682170542635657
958.0,0.8979591836734694,0.948275862068966,1.0,0.7407407407407406,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.7222222222222223,1.0,0.9230769230769231,0.9574468085106383,0.9545454545454548,0.9367088607594941,0.8529411764705878,1.0,0.9772727272727274,0.8682170542635657
994.0,0.8928279883381921,0.948275862068966,1.0,0.7037037037037035,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.6666666666666669,1.0,0.9230769230769231,0.9574468085106383,0.9469090909090909,0.9367088607594941,0.8529411764705878,1.0,0.9772727272727274,0.8603952789999305
1023.0,0.8876967930029154,0.948275862068966,1.0,0.7037037037037035,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.6666666666666669,1.0,0.9230769230769231,0.9574468085106383,0.9392727272727267,0.9238772325299122,0.8379772961816304,1.0,0.9772727272727274,0.8525735037362943
1104.0,0.8876967930029154,0.948275862068966,1.0,0.7037037037037035,0.9767441860465118,0.9387755102040815,0.9545454545454539,0.6666666666666669,1.0,0.9230769230769231,0.9574468085106383,0.9392727272727267,0.9238772325299122,0.8379772961816304,1.0,0.9772727272727274,0.8525735037362943
1112.0,0.88253576513662,0.948275862068966,1.0,0.7037037037037035,0.9767441860465118,0.9387755102040815,0.9452780229479248,0.6666666666666669,1.0,0.9152542372881355,0.9574468085106383,0.9392727272727267,0.9238772325299122,0.8379772961816304,1.0,0.9772727272727274,0.8446793046276243
1136.0,0.8773747372703239,0.948275862068966,1.0,0.7037037037037035,0.9767441860465118,0.9387755102040815,0.9452780229479248,0.6666666666666669,1.0,0.9152542372881355,0.9574468085106383,0.9315737704918028,0.9238772325299122,0.8227413453419643,1.0,0.9772727272727274,0.836785105518955
1171.0,0.8722137094040276,0.948275862068966,1.0,0.6666666666666665,0.9767441860465118,0.9284592958062347,0.9452780229479248,0.6111111111111113,1.0,0.9074315514993477,0.9574468085106383,0.9315737704918028,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8288909064102856
1206.0,0.8670526815377314,0.948275862068966,1.0,0.6666666666666665,0.9767441860465118,0.9284592958062347,0.9452780229479248,0.6111111111111113,1.0,0.8996088657105604,0.9574468085106383,0.9238748137108784,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8209967073016163
1215.0,0.8670526815377314,0.948275862068966,1.0,0.6666666666666665,0.9767441860465118,0.9284592958062347,0.9452780229479248,0.6111111111111113,1.0,0.8996088657105604,0.9574468085106383,0.9238748137108784,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8209967073016163
1233.0,0.8618607493129546,0.948275862068966,1.0,0.6666666666666665,0.9767441860465118,0.9181430814083874,0.9360105913503967,0.6111111111111113,1.0,0.8996088657105604,0.9574468085106383,0.9161111598141485,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8130258654831536
1259.0,0.8566688170881772,0.948275862068966,1.0,0.6296296296296297,0.9767441860465118,0.9181430814083874,0.9360105913503967,0.5555555555555558,1.0,0.8917175598709942,0.9574468085106383,0.9083475059174182,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8050550236646918
1290.0,0.8566688170881772,0.948275862068966,1.0,0.6296296296296297,0.9767441860465118,0.9181430814083874,0.9360105913503967,0.5555555555555558,1.0,0.8917175598709942,0.9574468085106383,0.9083475059174182,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8050550236646918
1554.0,0.8566688170881772,0.948275862068966,1.0,0.6296296296296297,0.9767441860465118,0.9181430814083874,0.9360105913503967,0.5555555555555558,1.0,0.8917175598709942,0.9574468085106383,0.9083475059174182,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8050550236646918
1591.0,0.8566688170881772,0.948275862068966,1.0,0.6296296296296297,0.9767441860465118,0.9181430814083874,0.9360105913503967,0.5555555555555558,1.0,0.8917175598709942,0.9574468085106383,0.9083475059174182,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.8050550236646918
1598.0,0.8513807379703494,0.948275862068966,1.0,0.6296296296296297,0.952325581395349,0.9077096373014736,0.9265559389125144,0.5555555555555558,1.0,0.8836840683406254,0.9574468085106383,0.9005169239698545,0.9238772325299122,0.8075053945022983,1.0,0.9772727272727274,0.7970044734280445
1693.0,0.8460926588525208,0.948275862068966,1.0,0.6296296296296297,0.952325581395349,0.9077096373014736,0.9265559389125144,0.5555555555555558,1.0,0.8756505768102555,0.9574468085106383,0.9005169239698545,0.9102908026397658,0.8075053945022983,1.0,0.9772727272727274,0.788953923191398
1703.0,0.8460926588525208,0.948275862068966,1.0,0.6296296296296297,0.952325581395349,0.9077096373014736,0.9265559389125144,0.5555555555555558,1.0,0.8756505768102555,0.9574468085106383,0.9005169239698545,0.9102908026397658,0.8075053945022983,1.0,0.9772727272727274,0.788953923191398
1721.0,0.840771321375461,0.948275862068966,1.0,0.6296296296296297,0.952325581395349,0.8972761931945598,0.9170038158309419,0.5555555555555558,1.0,0.867542701099049,0.9574468085106383,0.8926176527069611,0.9102908026397658,0.79167195539441,1.0,0.9772727272727274,0.7808203775914866
1731.0,0.8354499838984007,0.931034482758621,1.0,0.6296296296296297,0.952325581395349,0.8972761931945598,0.9170038158309419,0.5555555555555558,1.0,0.859434825387843,0.9574468085106383,0.8847183814440671,0.9102908026397658,0.79167195539441,1.0,0.9545454545454548,0.7808203775914866
1740.0,0.8354499838984007,0.931034482758621,1.0,0.6296296296296297,0.952325581395349,0.8972761931945598,0.9170038158309419,0.5555555555555558,1.0,0.859434825387843,0.9574468085106383,0.8847183814440671,0.9102908026397658,0.79167195539441,1.0,0.9545454545454548,0.7808203775914866
1742.0,0.8300945352836675,0.931034482758621,1.0,0.6296296296296297,0.952325581395349,0.8868427490876468,0.9074516927493698,0.5555555555555558,1.0,0.859434825387843,0.9574468085106383,0.8767479455752021,0.9102908026397658,0.7758385162865218,1.0,0.9545454545454548,0.7726012157221025
1743.0,0.8247390866689344,0.931034482758621,1.0,0.6296296296296297,0.952325581395349,0.8764093049807329,0.9074516927493698,0.5555555555555558,1.0,0.859434825387843,0.9574468085106383,0.8767479455752021,0.9102908026397658,0.7600050771786339,1.0,0.9545454545454548,0.7643820538527187
1781.0,0.8247390866689344,0.931034482758621,1.0,0.6296296296296297,0.952325581395349,0.8764093049807329,0.9074516927493698,0.5555555555555558,1.0,0.859434825387843,0.9574468085106383,0.8767479455752021,0.9102908026397658,0.7600050771786339,1.0,0.9545454545454548,0.7643820538527187
1815.0,0.8193486351220788,0.931034482758621,1.0,0.5902777777777779,0.952325581395349,0.8764093049807329,0.8977979513371427,0.5000000000000002,1.0,0.8513269496766369,0.9574468085106383,0.8687775097063362,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7560735532673627
1918.0,0.8193486351220788,0.931034482758621,1.0,0.5902777777777779,0.952325581395349,0.8764093049807329,0.8977979513371427,0.5000000000000002,1.0,0.8513269496766369,0.9574468085106383,0.8687775097063362,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7560735532673627
1920.0,0.8193486351220788,0.931034482758621,1.0,0.5902777777777779,0.952325581395349,0.8764093049807329,0.8977979513371427,0.5000000000000002,1.0,0.8513269496766369,0.9574468085106383,0.8687775097063362,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7560735532673627
2105.0,0.8193486351220788,0.931034482758621,1.0,0.5902777777777779,0.952325581395349,0.8764093049807329,0.8977979513371427,0.5000000000000002,1.0,0.8513269496766369,0.9574468085106383,0.8687775097063362,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7560735532673627
2196.0,0.8193486351220788,0.931034482758621,1.0,0.5902777777777779,0.952325581395349,0.8764093049807329,0.8977979513371427,0.5000000000000002,1.0,0.8513269496766369,0.9574468085106383,0.8687775097063362,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7560735532673627
2225.0,0.8193486351220788,0.931034482758621,1.0,0.5902777777777779,0.952325581395349,0.8764093049807329,0.8977979513371427,0.5000000000000002,1.0,0.8513269496766369,0.9574468085106383,0.8687775097063362,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7560735532673627
2349.0,0.8137748348831532,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8877103339063889,0.5000000000000002,1.0,0.8428979699768684,0.9574468085106383,0.8605814954638235,0.9102908026397658,0.7438347563875992,1.0,0.9545454545454548,0.7475783448036849
2454.0,0.8082010346442274,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.852385481221311,0.9102908026397658,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2549.0,0.8082010346442274,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.852385481221311,0.9102908026397658,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2561.0,0.8082010346442274,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.852385481221311,0.9102908026397658,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2604.0,0.8025492791572052,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2647.0,0.8025492791572052,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2672.0,0.8025492791572052,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2722.0,0.8025492791572052,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2809.0,0.8025492791572052,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7273050951345414,1.0,0.9545454545454548,0.7390831363400064
2863.0,0.7967337046705586,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7107754338814838,1.0,0.9545454545454548,0.7304891463825649
2879.0,0.7967337046705586,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7107754338814838,1.0,0.9545454545454548,0.7304891463825649
2892.0,0.7967337046705586,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7107754338814838,1.0,0.9545454545454548,0.7304891463825649
2909.0,0.7967337046705586,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7107754338814838,1.0,0.9545454545454548,0.7304891463825649
2965.0,0.7967337046705586,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7107754338814838,1.0,0.9545454545454548,0.7304891463825649
2972.0,0.7967337046705586,0.931034482758621,0.9761904761904763,0.5902777777777779,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8344689902770992,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.7107754338814838,1.0,0.9545454545454548,0.7304891463825649
3121.0,0.7906978432715391,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.6934394476892524,1.0,0.9545454545454548,0.7214707618593228
3188.0,0.7906978432715391,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.6934394476892524,1.0,0.9545454545454548,0.7214707618593228
3293.0,0.7906978432715391,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.6934394476892524,1.0,0.9545454545454548,0.7214707618593228
3296.0,0.7906978432715391,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.6934394476892524,1.0,0.9545454545454548,0.7214707618593228
3311.0,0.7906978432715391,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8658501567279528,0.8776227164756341,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.8441098940249872,0.8960675088485197,0.6934394476892524,1.0,0.9545454545454548,0.7214707618593228
3313.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3492.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3544.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3555.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3608.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3614.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3721.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3771.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3779.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3782.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3800.0,0.7844718760016846,0.931034482758621,0.9761904761904763,0.5481150793650795,0.952325581395349,0.8534808687746963,0.8662250188590671,0.5000000000000002,1.0,0.8255916605933006,0.9574468085106383,0.83513000153536,0.8806180690407869,0.6756589490305536,1.0,0.9545454545454548,0.7124523773360816
3822.0,0.7777091874154634,0.931034482758621,0.9761904761904763,0.498286435786436,0.952325581395349,0.8534808687746963,0.8662250188590671,0.4166666666666668,0.9642857142857144,0.8255916605933006,0.9574468085106383,0.8251879777075585,0.8806180690407869,0.6551844354235671,1.0,0.9545454545454548,0.7024178368102215
3855.0,0.7777091874154634,0.931034482758621,0.9761904761904763,0.498286435786436,0.952325581395349,0.8534808687746963,0.8662250188590671,0.4166666666666668,0.9642857142857144,0.8255916605933006,0.9574468085106383,0.8251879777075585,0.8806180690407869,0.6551844354235671,1.0,0.9545454545454548,0.7024178368102215
3900.0,0.7777091874154634,0.931034482758621,0.9761904761904763,0.498286435786436,0.952325581395349,0.8534808687746963,0.8662250188590671,0.4166666666666668,0.9642857142857144,0.8255916605933006,0.9574468085106383,0.8251879777075585,0.8806180690407869,0.6551844354235671,1.0,0.9545454545454548,0.7024178368102215
3914.0,0.7777091874154634,0.931034482758621,0.9761904761904763,0.498286435786436,0.952325581395349,0.8534808687746963,0.8662250188590671,0.4166666666666668,0.9642857142857144,0.8255916605933006,0.9574468085106383,0.8251879777075585,0.8806180690407869,0.6551844354235671,1.0,0.9545454545454548,0.7024178368102215
3964.0,0.7777091874154634,0.931034482758621,0.9761904761904763,0.498286435786436,0.952325581395349,0.8534808687746963,0.8662250188590671,0.4166666666666668,0.9642857142857144,0.8255916605933006,0.9574468085106383,0.8251879777075585,0.8806180690407869,0.6551844354235671,1.0,0.9545454545454548,0.7024178368102215
3976.0,0.7707027983396488,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9642857142857144,0.8255916605933006,0.9574468085106383,0.8148731279862144,0.8640026337758665,0.6551844354235671,0.9666666666666667,0.9545454545454548,0.6919339884996212
4050.0,0.7636964092638333,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9285714285714287,0.8255916605933006,0.9574468085106383,0.8045582782648698,0.8640026337758665,0.6551844354235671,0.9666666666666667,0.9545454545454548,0.6814501401890208
4052.0,0.7636964092638333,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9285714285714287,0.8255916605933006,0.9574468085106383,0.8045582782648698,0.8640026337758665,0.6551844354235671,0.9666666666666667,0.9545454545454548,0.6814501401890208
4066.0,0.7566251462150937,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9285714285714287,0.8255916605933006,0.9574468085106383,0.8045582782648698,0.8640026337758665,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6708024817485676
4085.0,0.7566251462150937,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9285714285714287,0.8255916605933006,0.9574468085106383,0.8045582782648698,0.8640026337758665,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6708024817485676
4178.0,0.7566251462150937,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9285714285714287,0.8255916605933006,0.9574468085106383,0.8045582782648698,0.8640026337758665,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6708024817485676
4181.0,0.7566251462150937,0.931034482758621,0.9498069498069499,0.498286435786436,0.952325581395349,0.8401452302000919,0.853296287234305,0.4166666666666668,0.9285714285714287,0.8255916605933006,0.9574468085106383,0.8045582782648698,0.8640026337758665,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6708024817485676
4212.0,0.7493499044245642,0.931034482758621,0.9234234234234234,0.498286435786436,0.952325581395349,0.8401452302000919,0.8397519017226495,0.4166666666666668,0.8914285714285719,0.8152717648358847,0.9574468085106383,0.7936858690991279,0.846722581100349,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6598057197526892
4227.0,0.7493499044245642,0.931034482758621,0.9234234234234234,0.498286435786436,0.952325581395349,0.8401452302000919,0.8397519017226495,0.4166666666666668,0.8914285714285719,0.8152717648358847,0.9574468085106383,0.7936858690991279,0.846722581100349,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6598057197526892
4279.0,0.7493499044245642,0.931034482758621,0.9234234234234234,0.498286435786436,0.952325581395349,0.8401452302000919,0.8397519017226495,0.4166666666666668,0.8914285714285719,0.8152717648358847,0.9574468085106383,0.7936858690991279,0.846722581100349,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6598057197526892
4297.0,0.7493499044245642,0.931034482758621,0.9234234234234234,0.498286435786436,0.952325581395349,0.8401452302000919,0.8397519017226495,0.4166666666666668,0.8914285714285719,0.8152717648358847,0.9574468085106383,0.7936858690991279,0.846722581100349,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6598057197526892
4327.0,0.7493499044245642,0.931034482758621,0.9234234234234234,0.498286435786436,0.952325581395349,0.8401452302000919,0.8397519017226495,0.4166666666666668,0.8914285714285719,0.8152717648358847,0.9574468085106383,0.7936858690991279,0.846722581100349,0.6333449542427816,0.9666666666666667,0.9545454545454548,0.6598057197526892
