Rules:
r1: IF los = {[3.00,34.80)} THEN survival_status = {NaN}(p=115.0, n=0.0, P=575.0, N=0.0, weight=1.0)
r2: IF los = {[173.00,400.00]} THEN survival_status = {NaN}(p=116.0, n=0.0, P=575.0, N=0.0, weight=0.9999999999999991)
r3: IF race = {0} AND beck = {[25.00,54.00]} AND ivhx = {3} AND hercoc = {1} THEN survival_status = {NaN}(p=23.0, n=0.0, P=575.0, N=0.0, weight=0.9999967668878892)
r4: IF los = {[34.80,76.00)} AND beck = {[25.00,54.00]} THEN survival_status = {NaN}(p=25.0, n=0.0, P=575.0, N=0.0, weight=0.9999999994195593)
r5: IF los = {[34.80,76.00)} THEN survival_status = {NaN}(p=113.0, n=0.0, P=575.0, N=0.0, weight=0.999999973663174)
r6: IF site = {0} AND race = {0} AND beck = {[25.00,54.00]} AND ivhx = {3} THEN survival_status = {NaN}(p=47.0, n=0.0, P=575.0, N=0.0, weight=0.9999874615062867)
r7: IF treatment = {0} AND race = {0} AND ndrugtx = {[4.00,7.00)} THEN survival_status = {NaN}(p=55.0, n=0.0, P=575.0, N=0.0, weight=0.9999975986225292)
r8: IF treatment = {0} AND site = {0} AND race = {0} THEN survival_status = {NaN}(p=149.0, n=0.0, P=575.0, N=0.0, weight=0.9999969433819009)
r9: IF race = {0} AND ivhx = {3} THEN survival_status = {NaN}(p=204.0, n=0.0, P=575.0, N=0.0, weight=0.9999766730016857)
r10: IF site = {0} AND race = {1} THEN survival_status = {NaN}(p=110.0, n=0.0, P=575.0, N=0.0, weight=0.9992822990657941)
r11: IF ivhx = {1} THEN survival_status = {NaN}(p=223.0, n=0.0, P=575.0, N=0.0, weight=0.9989906678596646)
r12: IF race = {0} AND ndrugtx = {[7.00,40.00]} THEN survival_status = {NaN}(p=99.0, n=0.0, P=575.0, N=0.0, weight=0.9994916874904994)
r13: IF site = {0} AND race = {0} THEN survival_status = {NaN}(p=290.0, n=0.0, P=575.0, N=0.0, weight=0.9998836393103954)
r14: IF race = {0} THEN survival_status = {NaN}(p=430.0, n=0.0, P=575.0, N=0.0, weight=0.9935894644127649)
General information:
voting: true

Estimator:
time, entire-set, r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, 
54.0, 0.8434782608695649, 0.4434782608695654,1.0,0.5217391304347828,0.68,0.7699115044247786,0.5957446808510638,0.7636363636363636,0.7986577181208053,0.7892156862745099,0.9181818181818185,0.8789237668161436,0.7575757575757576,0.8172413793103447,0.8232558139534881,
55.0, 0.8417391304347823, 0.4434782608695654,1.0,0.5217391304347828,0.68,0.7610619469026547,0.5957446808510638,0.7636363636363636,0.7919463087248322,0.7892156862745099,0.9181818181818185,0.8744394618834083,0.7575757575757576,0.8137931034482757,0.8209302325581392,
56.0, 0.8365217391304345, 0.43478260869565233,1.0,0.5217391304347828,0.68,0.7433628318584069,0.5957446808510638,0.7636363636363636,0.785234899328859,0.7794117647058825,0.9181818181818185,0.8699551569506728,0.7373737373737375,0.8068965517241378,0.8139534883720927,
57.0, 0.8313043478260868, 0.4260869565217393,1.0,0.5217391304347828,0.68,0.7256637168141591,0.5957446808510638,0.7454545454545454,0.7718120805369126,0.7647058823529413,0.9181818181818185,0.8699551569506728,0.7171717171717172,0.796551724137931,0.8069767441860461,
58.0, 0.8278260869565216, 0.41739130434782623,1.0,0.5217391304347828,0.68,0.7168141592920352,0.5957446808510638,0.7454545454545454,0.7651006711409395,0.7598039215686276,0.9181818181818185,0.8699551569506728,0.7070707070707072,0.793103448275862,0.8023255813953485,
59.0, 0.8243478260869564, 0.41739130434782623,1.0,0.5217391304347828,0.6,0.6991150442477874,0.5957446808510638,0.7272727272727272,0.7583892617449663,0.7598039215686276,0.9181818181818185,0.8654708520179374,0.7070707070707072,0.789655172413793,0.7976744186046508,
60.0, 0.8226086956521739, 0.41739130434782623,1.0,0.5217391304347828,0.6,0.6902654867256635,0.5957446808510638,0.7272727272727272,0.7583892617449663,0.7598039215686276,0.9181818181818185,0.8654708520179374,0.7070707070707072,0.789655172413793,0.7976744186046508,
61.0, 0.8208695652173913, 0.41739130434782623,1.0,0.5217391304347828,0.5599999999999999,0.6814159292035395,0.5957446808510638,0.7272727272727272,0.7583892617449663,0.7598039215686276,0.9181818181818185,0.8654708520179374,0.7070707070707072,0.786206896551724,0.795348837209302,
62.0, 0.8191304347826087, 0.41739130434782623,1.0,0.5217391304347828,0.5599999999999999,0.6725663716814156,0.5957446808510638,0.7272727272727272,0.7583892617449663,0.7598039215686276,0.9181818181818185,0.8654708520179374,0.7070707070707072,0.7827586206896551,0.7930232558139533,
65.0, 0.8121739130434783, 0.4086956521739132,1.0,0.4782608695652176,0.43999999999999995,0.6460176991150439,0.5319148936170213,0.709090909090909,0.7449664429530201,0.7450980392156864,0.9181818181818185,0.860986547085202,0.6969696969696971,0.7689655172413792,0.783720930232558,
67.0, 0.8104347826086957, 0.40000000000000013,1.0,0.4782608695652176,0.43999999999999995,0.6460176991150439,0.5319148936170213,0.709090909090909,0.7449664429530201,0.7450980392156864,0.9090909090909094,0.860986547085202,0.6969696969696971,0.7689655172413792,0.783720930232558,
68.0, 0.8069565217391306, 0.40000000000000013,1.0,0.4782608695652176,0.43999999999999995,0.6283185840707961,0.5319148936170213,0.709090909090909,0.7449664429530201,0.7450980392156864,0.9000000000000002,0.8565022421524665,0.6868686868686871,0.7689655172413792,0.7813953488372092,
69.0, 0.8034782608695654, 0.3913043478260871,1.0,0.4782608695652176,0.43999999999999995,0.6194690265486722,0.5319148936170213,0.709090909090909,0.7382550335570469,0.7450980392156864,0.9000000000000002,0.8520179372197311,0.6868686868686871,0.7655172413793102,0.7767441860465115,
70.0, 0.8000000000000003, 0.3913043478260871,1.0,0.4782608695652176,0.3999999999999999,0.6017699115044244,0.5106382978723404,0.709090909090909,0.7315436241610738,0.7352941176470589,0.9000000000000002,0.8520179372197311,0.6868686868686871,0.7586206896551723,0.7720930232558139,
71.0, 0.7965217391304351, 0.3913043478260871,1.0,0.43478260869565233,0.35999999999999993,0.5840707964601766,0.5106382978723404,0.709090909090909,0.7315436241610738,0.7303921568627452,0.9000000000000002,0.8475336322869956,0.6868686868686871,0.7586206896551723,0.7674418604651162,
72.0, 0.7947826086956525, 0.3913043478260871,1.0,0.43478260869565233,0.35999999999999993,0.5752212389380527,0.5106382978723404,0.709090909090909,0.7315436241610738,0.7254901960784315,0.9000000000000002,0.8475336322869956,0.6868686868686871,0.7586206896551723,0.7651162790697673,
73.0, 0.7913043478260873, 0.3913043478260871,1.0,0.43478260869565233,0.35999999999999993,0.5575221238938048,0.5106382978723404,0.709090909090909,0.7248322147651006,0.715686274509804,0.9000000000000002,0.8475336322869956,0.6868686868686871,0.7517241379310343,0.7604651162790697,
74.0, 0.7860869565217394, 0.38260869565217404,1.0,0.43478260869565233,0.3199999999999999,0.539823008849557,0.5106382978723404,0.6727272727272726,0.7181208053691275,0.715686274509804,0.8909090909090912,0.8385650224215248,0.6868686868686871,0.7482758620689653,0.755813953488372,
75.0, 0.7843478260869569, 0.38260869565217404,1.0,0.43478260869565233,0.3199999999999999,0.5309734513274331,0.5106382978723404,0.6727272727272726,0.7114093959731543,0.7107843137254903,0.8909090909090912,0.8385650224215248,0.6868686868686871,0.7448275862068964,0.7534883720930231,
76.0, 0.7808695652173917, 0.36521739130434794,1.0,0.43478260869565233,0.3199999999999999,0.5309734513274331,0.5106382978723404,0.6727272727272726,0.7114093959731543,0.7107843137254903,0.8909090909090912,0.8295964125560539,0.6868686868686871,0.7413793103448274,0.7488372093023254,
78.0, 0.7756521739130439, 0.3565217391304349,1.0,0.43478260869565233,0.2799999999999999,0.5132743362831853,0.5106382978723404,0.6727272727272726,0.7046979865771812,0.7058823529411766,0.8909090909090912,0.820627802690583,0.676767676767677,0.7379310344827584,0.7441860465116278,
79.0, 0.7686956521739134, 0.34782608695652184,1.0,0.43478260869565233,0.2799999999999999,0.5044247787610614,0.5106382978723404,0.6727272727272726,0.697986577181208,0.7009803921568629,0.8818181818181821,0.8071748878923767,0.676767676767677,0.7310344827586205,0.7372093023255812,
80.0, 0.7652173913043483, 0.3391304347826088,1.0,0.43478260869565233,0.2799999999999999,0.5044247787610614,0.5106382978723404,0.6727272727272726,0.6912751677852349,0.6960784313725492,0.872727272727273,0.8026905829596412,0.6666666666666669,0.7275862068965515,0.7348837209302325,
81.0, 0.7582608695652179, 0.3043478260869566,1.0,0.3913043478260871,0.2799999999999999,0.5044247787610614,0.5106382978723404,0.6363636363636362,0.6845637583892618,0.6862745098039218,0.863636363636364,0.8026905829596412,0.6666666666666669,0.7241379310344825,0.7279069767441859,
83.0, 0.7547826086956527, 0.3043478260869566,1.0,0.34782608695652184,0.2399999999999999,0.4955752212389375,0.48936170212765956,0.6363636363636362,0.6845637583892618,0.6813725490196081,0.863636363636364,0.7982062780269058,0.6666666666666669,0.7206896551724136,0.725581395348837,
84.0, 0.7495652173913049, 0.3043478260869566,1.0,0.34782608695652184,0.2399999999999999,0.4867256637168136,0.48936170212765956,0.6363636363636362,0.6778523489932886,0.6764705882352944,0.8545454545454548,0.7892376681614349,0.6666666666666669,0.7137931034482756,0.7209302325581394,
85.0, 0.7460869565217396, 0.3043478260869566,1.0,0.34782608695652184,0.2399999999999999,0.4867256637168136,0.48936170212765956,0.618181818181818,0.6711409395973155,0.6715686274509807,0.8454545454545458,0.7847533632286995,0.6666666666666669,0.7103448275862067,0.7186046511627906,
86.0, 0.7408695652173918, 0.29565217391304355,1.0,0.34782608695652184,0.2399999999999999,0.4778761061946897,0.48936170212765956,0.618181818181818,0.6711409395973155,0.666666666666667,0.8363636363636368,0.780269058295964,0.6666666666666669,0.7068965517241377,0.7162790697674418,
87.0, 0.7304347826086961, 0.29565217391304355,1.0,0.34782608695652184,0.2399999999999999,0.4778761061946897,0.46808510638297873,0.5999999999999999,0.6577181208053692,0.6568627450980395,0.8363636363636368,0.7668161434977577,0.6666666666666669,0.6862068965517238,0.7023255813953488,
89.0, 0.726956521739131, 0.29565217391304355,1.0,0.34782608695652184,0.2399999999999999,0.4690265486725658,0.46808510638297873,0.5999999999999999,0.6442953020134229,0.6568627450980395,0.8363636363636368,0.7578475336322869,0.6666666666666669,0.6793103448275859,0.6976744186046512,
90.0, 0.7200000000000004, 0.29565217391304355,1.0,0.34782608695652184,0.2399999999999999,0.4690265486725658,0.4468085106382979,0.5636363636363635,0.6241610738255035,0.647058823529412,0.8363636363636368,0.7488789237668161,0.6666666666666669,0.668965517241379,0.6883720930232559,
91.0, 0.7165217391304352, 0.29565217391304355,1.0,0.34782608695652184,0.2399999999999999,0.4690265486725658,0.4468085106382979,0.5454545454545453,0.6174496644295303,0.6372549019607846,0.8363636363636368,0.7488789237668161,0.6666666666666669,0.662068965517241,0.6837209302325582,
92.0, 0.7113043478260873, 0.2869565217391305,1.0,0.34782608695652184,0.2399999999999999,0.4690265486725658,0.4468085106382979,0.5454545454545453,0.5973154362416109,0.6323529411764709,0.8363636363636368,0.7443946188340806,0.6565656565656568,0.6517241379310341,0.6767441860465117,
93.0, 0.7095652173913047, 0.2869565217391305,1.0,0.34782608695652184,0.2399999999999999,0.4690265486725658,0.4468085106382979,0.5454545454545453,0.5906040268456377,0.6274509803921572,0.8363636363636368,0.7443946188340806,0.6565656565656568,0.6482758620689651,0.6744186046511629,
94.0, 0.7043478260869569, 0.2869565217391305,1.0,0.34782608695652184,0.2399999999999999,0.4601769911504419,0.4468085106382979,0.5272727272727271,0.5838926174496646,0.6176470588235298,0.8363636363636368,0.7443946188340806,0.6464646464646467,0.6413793103448272,0.6674418604651163,
95.0, 0.7008695652173916, 0.2869565217391305,1.0,0.34782608695652184,0.2399999999999999,0.4601769911504419,0.4468085106382979,0.49090909090909074,0.5704697986577183,0.6127450980392161,0.8363636363636368,0.7443946188340806,0.6464646464646467,0.6344827586206893,0.6627906976744187,
96.0, 0.6973913043478264, 0.2869565217391305,1.0,0.34782608695652184,0.2399999999999999,0.4601769911504419,0.4468085106382979,0.49090909090909074,0.5704697986577183,0.6078431372549024,0.8272727272727276,0.7399103139013452,0.6363636363636367,0.6310344827586203,0.6604651162790698,
97.0, 0.6956521739130438, 0.27826086956521745,1.0,0.34782608695652184,0.2399999999999999,0.4601769911504419,0.4468085106382979,0.49090909090909074,0.5704697986577183,0.6078431372549024,0.8272727272727276,0.7399103139013452,0.6363636363636367,0.6310344827586203,0.6604651162790698,
98.0, 0.6921739130434785, 0.27826086956521745,1.0,0.34782608695652184,0.2399999999999999,0.4601769911504419,0.425531914893617,0.49090909090909074,0.557046979865772,0.6029411764705886,0.8272727272727276,0.7399103139013452,0.6161616161616165,0.6241379310344823,0.6558139534883721,
99.0, 0.6869565217391307, 0.2695652173913044,1.0,0.34782608695652184,0.2399999999999999,0.4601769911504419,0.40425531914893614,0.49090909090909074,0.5436241610738257,0.5980392156862749,0.8272727272727276,0.7354260089686098,0.6060606060606063,0.6172413793103444,0.6488372093023257,
100.0, 0.6834782608695654, 0.2695652173913044,1.0,0.3043478260869566,0.2399999999999999,0.451327433628318,0.38297872340425526,0.49090909090909074,0.5302013422818794,0.5931372549019612,0.8272727272727276,0.7309417040358743,0.5959595959595961,0.6103448275862065,0.644186046511628,
101.0, 0.6817391304347828, 0.2695652173913044,1.0,0.3043478260869566,0.2399999999999999,0.4424778761061941,0.38297872340425526,0.49090909090909074,0.5302013422818794,0.5931372549019612,0.8181818181818186,0.7309417040358743,0.5959595959595961,0.6103448275862065,0.644186046511628,
102.0, 0.6747826086956524, 0.2695652173913044,1.0,0.3043478260869566,0.2399999999999999,0.4336283185840702,0.3617021276595744,0.47272727272727255,0.5167785234899331,0.5882352941176475,0.8090909090909095,0.7264573991031389,0.5959595959595961,0.6034482758620685,0.6395348837209304,
103.0, 0.6713043478260873, 0.2695652173913044,1.0,0.26086956521739135,0.2399999999999999,0.4336283185840702,0.34042553191489355,0.43636363636363623,0.51006711409396,0.5833333333333338,0.8090909090909095,0.7264573991031389,0.5959595959595961,0.5999999999999995,0.6348837209302327,
104.0, 0.667826086956522, 0.2695652173913044,1.0,0.26086956521739135,0.2399999999999999,0.4247787610619463,0.34042553191489355,0.41818181818181804,0.4966442953020137,0.5784313725490201,0.8090909090909095,0.7219730941704035,0.5959595959595961,0.5931034482758616,0.630232558139535,
105.0, 0.6643478260869567, 0.26086956521739135,1.0,0.26086956521739135,0.2399999999999999,0.4247787610619463,0.34042553191489355,0.39999999999999986,0.4832214765100674,0.5784313725490201,0.8090909090909095,0.7130044843049326,0.5959595959595961,0.5862068965517236,0.6255813953488374,
106.0, 0.6556521739130438, 0.2521739130434783,1.0,0.26086956521739135,0.2399999999999999,0.4159292035398224,0.34042553191489355,0.3818181818181817,0.46979865771812107,0.5686274509803927,0.8000000000000004,0.7085201793721971,0.5959595959595961,0.5758620689655167,0.6186046511627908,
107.0, 0.6539130434782611, 0.2521739130434783,1.0,0.26086956521739135,0.2399999999999999,0.4159292035398224,0.34042553191489355,0.3818181818181817,0.46979865771812107,0.5686274509803927,0.8000000000000004,0.7085201793721971,0.5959595959595961,0.5758620689655167,0.616279069767442,
