times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16
14.0,0.9560571262251175,0.8862268518518519,0.8931830381105745,0.882275132275132,0.8931830381105745,0.9841269841269844,0.882275132275132,0.9008048807379908,0.8919026870007261,0.9128775834658186,0.883275146564785,0.8645493020493018,1.0,0.8857142857142859,0.9868421052631576,0.9169413919413923,0.8624986135246054,0.880658916373202
15.0,0.9560571262251175,0.8862268518518519,0.8931830381105745,0.882275132275132,0.8931830381105745,0.9841269841269844,0.882275132275132,0.9008048807379908,0.8919026870007261,0.9128775834658186,0.883275146564785,0.8645493020493018,1.0,0.8857142857142859,0.9868421052631576,0.9169413919413923,0.8624986135246054,0.880658916373202
16.0,0.9427785550275465,0.8340958605664487,0.8336375022365361,0.8192554799697657,0.8336375022365361,0.9841269841269844,0.8192554799697657,0.846210645541749,0.8175774630839989,0.9128775834658186,0.8223596192154894,0.7780943718443716,1.0,0.8857142857142859,0.9868421052631576,0.9169413919413923,0.8249986738061446,0.8005990148847288
17.0,0.9356899944634294,0.8340958605664487,0.8336375022365361,0.8192554799697657,0.8336375022365361,0.9841269841269844,0.8192554799697657,0.8170309681092747,0.7786452029371417,0.8591789020854762,0.7894652344468701,0.7323241146770555,1.0,0.8857142857142859,0.9868421052631576,0.8596325549450554,0.7837487401158373,0.7584622246276379
18.0,0.9204755230087401,0.8340958605664487,0.7502737520128825,0.7282270933064581,0.7502737520128825,0.9841269841269844,0.7282270933064581,0.7878512906768007,0.7397129427902845,0.8591789020854762,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.8857142857142859,0.9868421052631576,0.8596325549450554,0.74249880642553,0.7163254343705471
19.0,0.9204755230087401,0.8340958605664487,0.7502737520128825,0.7282270933064581,0.7502737520128825,0.9841269841269844,0.7282270933064581,0.7878512906768007,0.7397129427902845,0.8591789020854762,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.8857142857142859,0.9868421052631576,0.8596325549450554,0.74249880642553,0.7163254343705471
20.0,0.9204755230087401,0.8340958605664487,0.7502737520128825,0.7282270933064581,0.7502737520128825,0.9841269841269844,0.7282270933064581,0.7878512906768007,0.7397129427902845,0.8591789020854762,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.8857142857142859,0.9868421052631576,0.8596325549450554,0.74249880642553,0.7163254343705471
21.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
22.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
23.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
24.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
25.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
27.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
28.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
29.0,0.9111777904530968,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.7875806602450199,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.7750000000000002,0.9868421052631576,0.7935069737954358,0.74249880642553,0.7163254343705471
30.0,0.8991886089997663,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
31.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
32.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
33.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
36.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
37.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
38.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
39.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
40.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
41.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
42.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
43.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
44.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
45.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
47.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
48.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
50.0,0.8866998783192139,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
52.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
54.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
55.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
56.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
57.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
58.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
59.0,0.866995436578787,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.7878512906768007,0.7397129427902845,0.6891330777143925,0.7565708496782504,0.7323241146770555,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.74249880642553,0.7163254343705471
60.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
63.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
65.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
66.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
70.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
72.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
77.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
78.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
80.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
82.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
84.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
86.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
91.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
94.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
95.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
98.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
99.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
101.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
102.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
108.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
116.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
120.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
126.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
129.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
130.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
131.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
132.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
137.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
147.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
155.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
157.0,0.8414955707970578,0.714939309056956,0.625228126677402,0.5825816746451665,0.625228126677402,0.9841269841269844,0.5825816746451665,0.6893698793422007,0.6340396652488154,0.6891330777143925,0.7565708496782504,0.6277063840089048,0.9722222222222221,0.6200000000000002,0.9868421052631576,0.7053395322626093,0.63642754836474,0.7163254343705471
