times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22
2225.0,0.8193486351220788,1.0,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9595833333333329,1.0,0.9545454545454548,0.9139987445072193,0.9714285714285718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2349.0,0.8137748348831532,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9595833333333329,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2454.0,0.8082010346442274,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2549.0,0.8082010346442274,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2561.0,0.8082010346442274,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2604.0,0.8025492791572052,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2647.0,0.8025492791572052,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2672.0,0.8025492791572052,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2722.0,0.8025492791572052,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2809.0,0.8025492791572052,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0
2863.0,0.7967337046705586,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
2879.0,0.7967337046705586,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
2892.0,0.7967337046705586,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
2909.0,0.7967337046705586,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
2965.0,0.7967337046705586,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
2972.0,0.7967337046705586,0.9761904761904763,1.0,0.5902777777777779,0.931034482758621,1.0,1.0,1.0,0.5674603174603174,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3121.0,0.7906978432715391,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3188.0,0.7906978432715391,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3293.0,0.7906978432715391,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3296.0,0.7906978432715391,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3311.0,0.7906978432715391,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3313.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3492.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3544.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3555.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3608.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3614.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3721.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3771.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3779.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3782.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3800.0,0.7844718760016846,0.9761904761904763,1.0,0.5481150793650795,0.931034482758621,1.0,1.0,1.0,0.5107142857142857,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3822.0,0.7777091874154634,0.9761904761904763,1.0,0.498286435786436,0.931034482758621,1.0,1.0,1.0,0.4468750000000001,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3855.0,0.7777091874154634,0.9761904761904763,1.0,0.498286435786436,0.931034482758621,1.0,1.0,1.0,0.4468750000000001,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3900.0,0.7777091874154634,0.9761904761904763,1.0,0.498286435786436,0.931034482758621,1.0,1.0,1.0,0.4468750000000001,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3914.0,0.7777091874154634,0.9761904761904763,1.0,0.498286435786436,0.931034482758621,1.0,1.0,1.0,0.4468750000000001,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3964.0,0.7777091874154634,0.9761904761904763,1.0,0.498286435786436,0.931034482758621,1.0,1.0,1.0,0.4468750000000001,0.9372674418604648,0.9736842105263158,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,1.0,0.95,1.0,0.9600000000000003,1.0,1.0,0.9523809523809522,1.0,1.0
3976.0,0.7707027983396488,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9655172413793102,0.9523809523809522,1.0,1.0
4050.0,0.7636964092638333,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9655172413793102,0.9523809523809522,1.0,1.0
4052.0,0.7636964092638333,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9655172413793102,0.9523809523809522,1.0,1.0
4066.0,0.7566251462150937,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,1.0,1.0
4085.0,0.7566251462150937,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,1.0,1.0
4178.0,0.7566251462150937,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,1.0,1.0
4181.0,0.7566251462150937,0.9498069498069499,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,1.0,0.9655172413793102,0.4468750000000001,0.9372674418604648,0.9441786283891547,0.9545454545454548,0.9139987445072193,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,1.0,1.0
