times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
1171.0,0.8722137094040276,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.9843750000000002,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1206.0,0.8670526815377314,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.9843750000000002,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1215.0,0.8670526815377314,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.9843750000000002,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1233.0,0.8618607493129546,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1259.0,0.8566688170881772,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1290.0,0.8566688170881772,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1554.0,0.8566688170881772,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1591.0,0.8566688170881772,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.9767441860465118,0.9491525423728815,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1598.0,0.8513807379703494,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.952325581395349,0.9315756434400504,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1693.0,0.8460926588525208,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1703.0,0.8460926588525208,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.968497983870968,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1721.0,0.840771321375461,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948275862068966,0.9772727272727274,0.9523563508064523,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1731.0,0.8354499838984007,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9523563508064523,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1740.0,0.8354499838984007,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9523563508064523,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1742.0,0.8300945352836675,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1743.0,0.8247390866689344,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1781.0,0.8247390866689344,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1815.0,0.8193486351220788,0.5902777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1918.0,0.8193486351220788,0.5902777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
1920.0,0.8193486351220788,0.5902777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
2105.0,0.8193486351220788,0.5902777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
2196.0,0.8193486351220788,0.5902777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
2225.0,0.8193486351220788,0.5902777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9362147177419358,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,1.0,1.0,0.9543049543049545,0.9714285714285718,1.0
2349.0,0.8137748348831532,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9543049543049545,0.9714285714285718,0.9714285714285718
2454.0,0.8082010346442274,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9543049543049545,0.9714285714285718,0.9714285714285718
2549.0,0.8082010346442274,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9543049543049545,0.9714285714285718,0.9714285714285718
2561.0,0.8082010346442274,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,1.0,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9543049543049545,0.9714285714285718,0.9714285714285718
2604.0,0.8025492791572052,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2647.0,0.8025492791572052,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2672.0,0.8025492791572052,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2722.0,0.8025492791572052,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2809.0,0.8025492791572052,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2863.0,0.7967337046705586,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2879.0,0.7967337046705586,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2892.0,0.7967337046705586,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2909.0,0.7967337046705586,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2965.0,0.7967337046705586,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
2972.0,0.7967337046705586,0.5902777777777779,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
3121.0,0.7906978432715391,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
3188.0,0.7906978432715391,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
3293.0,0.7906978432715391,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
3296.0,0.7906978432715391,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
3311.0,0.7906978432715391,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9197898981324284,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9375627621241661,0.9714285714285718,0.9714285714285718
3313.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3492.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3544.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3555.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3608.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3614.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3721.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3771.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3779.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3782.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3800.0,0.7844718760016846,0.5481150793650795,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3822.0,0.7777091874154634,0.498286435786436,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3855.0,0.7777091874154634,0.498286435786436,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3900.0,0.7777091874154634,0.498286435786436,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3914.0,0.7777091874154634,0.498286435786436,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3964.0,0.7777091874154634,0.498286435786436,0.9655172413793102,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,0.931034482758621,0.9545454545454548,0.9010186757215628,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,1.0,0.9736842105263158,1.0,0.9195327090063935,0.9714285714285718,0.9714285714285718
3976.0,0.7707027983396488,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
