times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27
649.0,0.9438775510204082,1.0,0.9827586206896555,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787234042553193,1.0,1.0,1.0,1.0,1.0,0.8695652173913042,1.0,1.0,1.0,0.8095238095238095
690.0,0.9387755102040822,1.0,0.9827586206896555,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787234042553193,1.0,1.0,1.0,1.0,1.0,0.8695652173913042,1.0,1.0,1.0,0.8095238095238095
723.0,0.9336734693877559,1.0,0.9827586206896555,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787234042553193,1.0,1.0,1.0,1.0,1.0,0.8695652173913042,1.0,1.0,1.0,0.8095238095238095
730.0,0.9285714285714287,1.0,0.9827586206896555,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,1.0,1.0,1.0,1.0,0.8695652173913042,1.0,0.9852941176470582,1.0,0.8095238095238095
794.0,0.9234693877551027,1.0,0.9827586206896555,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,1.0,1.0,1.0,1.0,0.8695652173913042,1.0,0.9852941176470582,1.0,0.8095238095238095
796.0,0.918367346938776,1.0,0.9655172413793109,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.8695652173913042,1.0,0.9852941176470582,1.0,0.8095238095238095
803.0,0.9132653061224493,1.0,0.9655172413793109,0.814814814814815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.826086956521739,1.0,0.9852941176470582,1.0,0.7619047619047619
805.0,0.9081632653061227,1.0,0.9655172413793109,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.7826086956521738,1.0,0.9852941176470582,1.0,0.7142857142857143
880.0,0.903061224489796,1.0,0.948275862068966,0.7407407407407406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.7391304347826088,0.9772727272727274,0.9852941176470582,1.0,0.6666666666666665
910.0,0.8979591836734694,1.0,0.948275862068966,0.7407407407407406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.7391304347826088,0.9772727272727274,0.9852941176470582,1.0,0.6666666666666665
958.0,0.8979591836734694,1.0,0.948275862068966,0.7407407407407406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.7391304347826088,0.9772727272727274,0.9852941176470582,1.0,0.6666666666666665
994.0,0.8928279883381921,1.0,0.948275862068966,0.7037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6956521739130435,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1023.0,0.8876967930029154,1.0,0.948275862068966,0.7037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6956521739130435,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1104.0,0.8876967930029154,1.0,0.948275862068966,0.7037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6956521739130435,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1112.0,0.88253576513662,1.0,0.948275862068966,0.7037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6956521739130435,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1136.0,0.8773747372703239,1.0,0.948275862068966,0.7037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6956521739130435,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1171.0,0.8722137094040276,1.0,0.948275862068966,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6521739130434783,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1206.0,0.8670526815377314,1.0,0.948275862068966,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6521739130434783,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1215.0,0.8670526815377314,1.0,0.948275862068966,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6521739130434783,0.9772727272727274,0.9852941176470582,1.0,0.6190476190476191
1233.0,0.8618607493129546,1.0,0.948275862068966,0.6666666666666665,1.0,1.0,1.0,1.0,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.6521739130434783,0.9772727272727274,0.9703654188948301,1.0,0.6190476190476191
1259.0,0.8566688170881772,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9703654188948301,1.0,0.6190476190476191
1290.0,0.8566688170881772,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9703654188948301,1.0,0.6190476190476191
1554.0,0.8566688170881772,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9703654188948301,1.0,0.6190476190476191
1591.0,0.8566688170881772,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9767441860465118,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9703654188948301,1.0,0.6190476190476191
1598.0,0.8513807379703494,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9552034592245986,1.0,0.6190476190476191
1693.0,0.8460926588525208,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9552034592245986,1.0,0.6190476190476191
1703.0,0.8460926588525208,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9552034592245986,1.0,0.6190476190476191
1721.0,0.840771321375461,1.0,0.948275862068966,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9772727272727274,0.9400414995543671,1.0,0.6190476190476191
1731.0,0.8354499838984007,1.0,0.931034482758621,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9545454545454548,0.9400414995543671,1.0,0.6190476190476191
1740.0,0.8354499838984007,1.0,0.931034482758621,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9545454545454548,0.9400414995543671,1.0,0.6190476190476191
1742.0,0.8300945352836675,1.0,0.931034482758621,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9545454545454548,0.9248795398841354,1.0,0.6190476190476191
1743.0,0.8247390866689344,1.0,0.931034482758621,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9545454545454548,0.9248795398841354,1.0,0.6190476190476191
1781.0,0.8247390866689344,1.0,0.931034482758621,0.6296296296296297,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.608695652173913,0.9545454545454548,0.9248795398841354,1.0,0.6190476190476191
1815.0,0.8193486351220788,1.0,0.931034482758621,0.5902777777777779,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9248795398841354,1.0,0.5674603174603174
1918.0,0.8193486351220788,1.0,0.931034482758621,0.5902777777777779,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9248795398841354,1.0,0.5674603174603174
1920.0,0.8193486351220788,1.0,0.931034482758621,0.5902777777777779,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9248795398841354,1.0,0.5674603174603174
2105.0,0.8193486351220788,1.0,0.931034482758621,0.5902777777777779,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9248795398841354,1.0,0.5674603174603174
2196.0,0.8193486351220788,1.0,0.931034482758621,0.5902777777777779,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9248795398841354,1.0,0.5674603174603174
2225.0,0.8193486351220788,1.0,0.931034482758621,0.5902777777777779,1.0,1.0,1.0,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.952325581395349,1.0,1.0,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9248795398841354,1.0,0.5674603174603174
2349.0,0.8137748348831532,0.9761904761904763,0.931034482758621,0.5902777777777779,1.0,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2454.0,0.8082010346442274,0.9761904761904763,0.931034482758621,0.5902777777777779,1.0,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2549.0,0.8082010346442274,0.9761904761904763,0.931034482758621,0.5902777777777779,1.0,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2561.0,0.8082010346442274,0.9761904761904763,0.931034482758621,0.5902777777777779,1.0,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2604.0,0.8025492791572052,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2647.0,0.8025492791572052,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2672.0,0.8025492791572052,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2722.0,0.8025492791572052,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2809.0,0.8025492791572052,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,1.0,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2863.0,0.7967337046705586,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2879.0,0.7967337046705586,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2892.0,0.7967337046705586,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2909.0,0.7967337046705586,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2965.0,0.7967337046705586,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
2972.0,0.7967337046705586,0.9761904761904763,0.931034482758621,0.5902777777777779,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5618729096989966,0.9545454545454548,0.9094648808860669,1.0,0.5674603174603174
3121.0,0.7906978432715391,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.9094648808860669,1.0,0.5107142857142857
3188.0,0.7906978432715391,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.9094648808860669,1.0,0.5107142857142857
3293.0,0.7906978432715391,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.9094648808860669,1.0,0.5107142857142857
3296.0,0.7906978432715391,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.9094648808860669,1.0,0.5107142857142857
3311.0,0.7906978432715391,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.9094648808860669,1.0,0.5107142857142857
3313.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3492.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3544.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3555.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3608.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3614.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
