times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19
530.0,0.9489795918367355,1.0,0.9827586206896555,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9487179487179488,0.8181818181818179,1.0,1.0,0.9523809523809522,0.9761904761904763,1.0,1.0,1.0
649.0,0.9438775510204082,1.0,0.9827586206896555,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8181818181818179,1.0,1.0,0.9523809523809522,0.9761904761904763,1.0,1.0,1.0
690.0,0.9387755102040822,1.0,0.9827586206896555,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8181818181818179,1.0,1.0,0.9523809523809522,0.9761904761904763,1.0,1.0,1.0
723.0,0.9336734693877559,1.0,0.9827586206896555,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8181818181818179,1.0,1.0,0.9523809523809522,0.9761904761904763,1.0,1.0,1.0
730.0,0.9285714285714287,1.0,0.9827586206896555,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8181818181818179,1.0,1.0,0.9523809523809522,0.9761904761904763,1.0,1.0,1.0
794.0,0.9234693877551027,1.0,0.9827586206896555,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8181818181818179,1.0,1.0,0.9523809523809522,0.9761904761904763,1.0,1.0,1.0
796.0,0.918367346938776,1.0,0.9655172413793109,1.0,1.0,1.0,0.8518518518518517,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8181818181818179,1.0,0.9791666666666663,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
803.0,0.9132653061224493,1.0,0.9655172413793109,1.0,1.0,1.0,0.814814814814815,1.0,1.0,1.0,0.9767441860465118,1.0,0.9230769230769231,0.7727272727272726,1.0,0.9791666666666663,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
805.0,0.9081632653061227,1.0,0.9655172413793109,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.9767441860465118,1.0,0.9230769230769231,0.7272727272727271,1.0,0.9791666666666663,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
880.0,0.903061224489796,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7407407407407406,1.0,1.0,1.0,0.9767441860465118,1.0,0.9230769230769231,0.6818181818181817,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
910.0,0.8979591836734694,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7407407407407406,1.0,1.0,1.0,0.9767441860465118,1.0,0.8974358974358974,0.6818181818181817,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
958.0,0.8979591836734694,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7407407407407406,1.0,1.0,1.0,0.9767441860465118,1.0,0.8974358974358974,0.6818181818181817,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
994.0,0.8928279883381921,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7037037037037035,1.0,1.0,1.0,0.9767441860465118,1.0,0.8974358974358974,0.6363636363636361,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
1023.0,0.8876967930029154,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7037037037037035,1.0,1.0,1.0,0.9767441860465118,1.0,0.8710407239819002,0.6363636363636361,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
1104.0,0.8876967930029154,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7037037037037035,1.0,1.0,1.0,0.9767441860465118,1.0,0.8710407239819002,0.6363636363636361,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
1112.0,0.88253576513662,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7037037037037035,1.0,1.0,1.0,0.9767441860465118,1.0,0.8710407239819002,0.6363636363636361,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
1136.0,0.8773747372703239,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.7037037037037035,1.0,1.0,1.0,0.9767441860465118,1.0,0.8438207013574659,0.6363636363636361,1.0,0.9583333333333331,0.9285714285714284,0.9761904761904763,1.0,1.0,1.0
1171.0,0.8722137094040276,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6666666666666665,1.0,1.0,1.0,0.9767441860465118,1.0,0.8166006787330315,0.5909090909090908,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1206.0,0.8670526815377314,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6666666666666665,1.0,1.0,1.0,0.9767441860465118,1.0,0.8166006787330315,0.5909090909090908,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1215.0,0.8670526815377314,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6666666666666665,1.0,1.0,1.0,0.9767441860465118,1.0,0.8166006787330315,0.5909090909090908,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1233.0,0.8618607493129546,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6666666666666665,1.0,1.0,1.0,0.9767441860465118,0.975,0.8166006787330315,0.5909090909090908,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1259.0,0.8566688170881772,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.9767441860465118,0.975,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1290.0,0.8566688170881772,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.9767441860465118,0.975,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1554.0,0.8566688170881772,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.9767441860465118,0.975,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1591.0,0.8566688170881772,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.9767441860465118,0.975,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1598.0,0.8513807379703494,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1693.0,0.8460926588525208,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1703.0,0.8460926588525208,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1721.0,0.840771321375461,0.9772727272727274,0.948275862068966,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1731.0,0.8354499838984007,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1740.0,0.8354499838984007,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.8166006787330315,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1742.0,0.8300945352836675,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.95,0.7893806561085972,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1743.0,0.8247390866689344,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7621606334841626,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1781.0,0.8247390866689344,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7621606334841626,0.5454545454545454,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1815.0,0.8193486351220788,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.5902777777777779,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1918.0,0.8193486351220788,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.5902777777777779,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
1920.0,0.8193486351220788,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.5902777777777779,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
2105.0,0.8193486351220788,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.5902777777777779,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
2196.0,0.8193486351220788,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.5902777777777779,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
2225.0,0.8193486351220788,0.9545454545454548,0.931034482758621,1.0,1.0,1.0,0.5902777777777779,1.0,1.0,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,1.0,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,1.0,1.0
2349.0,0.8137748348831532,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7339324618736381,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2454.0,0.8082010346442274,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2549.0,0.8082010346442274,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2561.0,0.8082010346442274,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2604.0,0.8025492791572052,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2647.0,0.8025492791572052,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2672.0,0.8025492791572052,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2722.0,0.8025492791572052,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2809.0,0.8025492791572052,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.7045751633986929,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2863.0,0.7967337046705586,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6752178649237472,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2879.0,0.7967337046705586,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6752178649237472,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2892.0,0.7967337046705586,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6752178649237472,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2909.0,0.7967337046705586,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6752178649237472,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2965.0,0.7967337046705586,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6752178649237472,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
2972.0,0.7967337046705586,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5902777777777779,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6752178649237472,0.49999999999999994,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3121.0,0.7906978432715391,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3188.0,0.7906978432715391,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3293.0,0.7906978432715391,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3296.0,0.7906978432715391,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3311.0,0.7906978432715391,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3313.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3492.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3544.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3555.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3608.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3614.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3721.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3771.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3779.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3782.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3800.0,0.7844718760016846,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.5481150793650795,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.44999999999999996,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3822.0,0.7777091874154634,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.498286435786436,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3855.0,0.7777091874154634,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.498286435786436,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3900.0,0.7777091874154634,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.498286435786436,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3914.0,0.7777091874154634,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.498286435786436,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3964.0,0.7777091874154634,0.9545454545454548,0.931034482758621,1.0,0.9761904761904763,1.0,0.498286435786436,0.95,0.9736842105263158,1.0,0.952325581395349,0.9249999999999999,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,1.0,0.9714285714285718,1.0
3976.0,0.7707027983396488,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4050.0,0.7636964092638333,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4052.0,0.7636964092638333,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6430646332607115,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4066.0,0.7566251462150937,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4085.0,0.7566251462150937,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4178.0,0.7566251462150937,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4181.0,0.7566251462150937,0.9545454545454548,0.931034482758621,0.962962962962963,0.9498069498069499,0.9666666666666667,0.498286435786436,0.95,0.9441786283891547,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,1.0
4212.0,0.7493499044245642,0.9545454545454548,0.931034482758621,0.962962962962963,0.9234234234234234,0.9666666666666667,0.498286435786436,0.95,0.9146730462519936,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,0.9545454545454544
