times,population,R0,R1,R2,R3,R4,R5,R6,R7
47.0,0.7118403695400252,0.47826086956521746,0.03442685279062296,0.5037814356370864,0.5236932095749879,0.6393249009448339,1.0,1.0,0.6885902370936372
48.0,0.7050823913481898,0.47826086956521746,0.03442685279062296,0.4691704973108747,0.5200564511751614,0.624542822310271,1.0,1.0,0.680167114927354
49.0,0.698317208488772,0.47826086956521746,0.03060164692499817,0.43815096029858547,0.5091461759756825,0.606065224017068,1.0,1.0,0.6748945016333435
50.0,0.6923037126137344,0.47826086956521746,0.03060164692499817,0.407131423286296,0.5091461759756825,0.5912831453825049,1.0,1.0,0.6696218883393331
51.0,0.6915520256293549,0.47826086956521746,0.03060164692499817,0.4032539811597599,0.5091461759756825,0.5912831453825049,1.0,1.0,0.6685673656805309
52.0,0.6862902167386963,0.47204968944099374,0.022951235193748632,0.3838667705270791,0.49096238397655123,0.5912831453825049,1.0,1.0,0.6632947523865208
53.0,0.6802568961519827,0.4594616977225673,0.022951235193748632,0.3518778729831561,0.479970688812897,0.5801268596205709,1.0,1.0,0.6558895478144225
54.0,0.6757218501776358,0.4531677018633541,0.019126029328123864,0.3314198571120426,0.4763067904250124,0.5726413517544988,1.0,1.0,0.6527107616376157
55.0,0.671942645199014,0.4468737060041409,0.019126029328123864,0.31096184124092874,0.46897899364924295,0.568898597821463,1.0,1.0,0.6495319754608094
56.0,0.6696751222118408,0.4468737060041409,0.015300823462499091,0.30277863489248336,0.46897899364924295,0.561413089955391,1.0,1.0,0.6474127846762718
57.0,0.6666414863241314,0.44057971014492775,0.015300823462499091,0.2857206836309349,0.4616511968734736,0.561413089955391,1.0,1.0,0.6463497094961795
58.0,0.6636009322245914,0.44057971014492775,0.015300823462499091,0.2681378723305698,0.45795798729848575,0.5501848281562831,1.0,1.0,0.6420904033380499
59.0,0.6605498934557424,0.4342857142857145,0.015300823462499091,0.24964560527328922,0.45423475162939264,0.5464420742232473,1.0,1.0,0.6378098006491297
60.0,0.6567050163110646,0.4342857142857145,0.015300823462499091,0.22308756215910958,0.44672673920576633,0.5426473375966967,1.0,1.0,0.6345721874478649
61.0,0.651303212416614,0.4342857142857145,0.015300823462499091,0.18304620484850018,0.43546472057032665,0.5350044173488556,1.0,1.0,0.6302332323200158
62.0,0.6482054563528012,0.4342857142857145,0.015300823462499091,0.15779845245560356,0.4316780708262369,0.5350044173488556,1.0,1.0,0.6269677751577358
63.0,0.6435476925945779,0.4279917184265012,0.011475617596874321,0.12349444105221147,0.4316780708262369,0.5235400369770947,1.0,1.0,0.6225986617420025
64.0,0.6373373409169459,0.41540372670807446,0.011475617596874321,0.12349444105221147,0.4203181215939673,0.515897116729254,1.0,1.0,0.6149527132644691
65.0,0.6334416358991161,0.41540372670807446,0.011475617596874321,0.12349444105221147,0.40874973292624345,0.515897116729254,1.0,1.0,0.611658323729124
66.0,0.6264207310677219,0.4090129001433348,0.011475617596874321,0.12349444105221147,0.40103747381442756,0.515897116729254,1.0,1.0,0.6028574845387771
67.0,0.6217284409473642,0.4090129001433348,0.011475617596874321,0.12349444105221147,0.38946908514670386,0.5043471812800915,1.0,1.0,0.5995450807775748
68.0,0.6186002475337928,0.4026220735785953,0.011475617596874321,0.12349444105221147,0.385612955590796,0.49279724583092915,1.0,1.0,0.5962326770163732
69.0,0.6138900933647538,0.3898404204491162,0.0076504117312495455,0.10896568328136305,0.3817568260348878,0.485097288864821,1.0,1.0,0.5917914652695097
70.0,0.6091617999627149,0.377058767319637,0.0038252058656247723,0.10170130439593882,0.3817568260348878,0.4773973318987128,1.0,1.0,0.5862190409261058
71.0,0.6004594885346766,0.377058767319637,0.0038252058656247723,0.08717254662509044,0.37388555127128187,0.46969737493260455,1.0,1.0,0.5761311415602647
72.0,0.5988751627074085,0.377058767319637,0.0038252058656247723,0.08717254662509044,0.3699499138894789,0.46969737493260455,1.0,1.0,0.5738850162520376
73.0,0.5925041503381805,0.37066794075489723,0.0038252058656247723,0.07990816773966625,0.3659719578261511,0.4542974610003881,1.0,1.0,0.5704959315103918
74.0,0.5893100578835272,0.36416499442586403,0.0038252058656247723,0.07990816773966625,0.3659719578261511,0.45041457671833335,1.0,1.0,0.5682275580252608
75.0,0.585301145925136,0.3576620480968307,0.0038252058656247723,0.07990816773966625,0.3540380896361678,0.4426488081542243,1.0,1.0,0.5636817375610592
76.0,0.5788868867917096,0.3576620480968307,0.0038252058656247723,0.07990816773966625,0.3540380896361678,0.42711727102600594,1.0,1.0,0.5557265517487054
77.0,0.5724458644073788,0.33815320910973085,0.0038252058656247723,0.07264378885424205,0.33794544919815994,0.4231987639523731,1.0,1.0,0.5500092003932662
78.0,0.5684088695949148,0.33815320910973085,0.0038252058656247723,0.07264378885424205,0.3298991289791563,0.4153617498051067,1.0,1.0,0.5454257903899892
79.0,0.5659832271926603,0.33815320910973085,0.0038252058656247723,0.07264378885424205,0.3258759688696544,0.4153617498051067,1.0,1.0,0.5431292607462416
80.0,0.562735116850091,0.33815320910973085,0.0038252058656247723,0.07264378885424205,0.3178296486506505,0.4075247356578406,1.0,1.0,0.5396698387032721
81.0,0.5578132353616063,0.33815320910973085,0.0038252058656247723,0.07264378885424205,0.3137019908759666,0.4036062285842076,1.0,1.0,0.5338292560333237
82.0,0.5545174407656737,0.3315227540291478,0.0038252058656247723,0.07264378885424205,0.30957433310128274,0.3996877215105743,1.0,1.0,0.5291362515846793
83.0,0.5528621648230894,0.3315227540291478,0.0038252058656247723,0.07264378885424205,0.30957433310128274,0.39576921443694146,1.0,1.0,0.5279577744096574
84.0,0.5470513012288526,0.3315227540291478,0.0038252058656247723,0.07264378885424205,0.3012074592336804,0.3878538301482026,1.0,1.0,0.5220522064632404
85.0,0.5412316065349283,0.32489229894856486,0.0038252058656247723,0.06537940996881784,0.29284058536607827,0.3799384458594636,1.0,1.0,0.5173277521061073
86.0,0.5395637125240349,0.32489229894856486,0.0038252058656247723,0.06537940996881784,0.28865714843227713,0.3799384458594636,1.0,1.0,0.5161439357397317
87.0,0.5353745532653076,0.32489229894856486,0.0038252058656247723,0.06537940996881784,0.284473711498476,0.3759807537150942,1.0,1.0,0.5113868487743883
88.0,0.5311656338213977,0.31826184386798206,0.0038252058656247723,0.06537940996881784,0.284473711498476,0.3601499851376165,1.0,1.0,0.5078023615166243
89.0,0.528640282155052,0.31826184386798206,0.0038252058656247723,0.06537940996881784,0.284473711498476,0.3522346008488777,1.0,1.0,0.505412703344781
90.0,0.5261028088007079,0.31149031527504634,0.0038252058656247723,0.06537940996881784,0.280227835207454,0.3522346008488777,1.0,1.0,0.501802612606604
91.0,0.5226810019141995,0.30471878668211044,0.0038252058656247723,0.05085065219796943,0.2759166377427239,0.3522346008488777,1.0,1.0,0.4969307425812969
92.0,0.5192423111121324,0.29794725808917466,0.0038252058656247723,0.05085065219796943,0.2716054402779939,0.3480906643683025,1.0,1.0,0.49324977411773197
93.0,0.5123420810641308,0.28440420090330315,0.0038252058656247723,0.05085065219796943,0.26298304534853384,0.33970293751605424,1.0,1.0,0.48461790307067176
94.0,0.5071229766729852,0.28440420090330315,0.0038252058656247723,0.05085065219796943,0.25436065041907374,0.33970293751605424,1.0,1.0,0.4796601751620204
95.0,0.5053742767534233,0.28440420090330315,0.0038252058656247723,0.043586273312545235,0.25436065041907374,0.33970293751605424,1.0,1.0,0.47716843399234726
96.0,0.5010025269545183,0.28440420090330315,0.0038252058656247723,0.043586273312545235,0.25436065041907374,0.33970293751605424,1.0,1.0,0.4721849516530017
97.0,0.49398322710226583,0.2774675130763933,0.0038252058656247723,0.043586273312545235,0.2457382554896136,0.33540290033230674,1.0,1.0,0.4646700717858451
98.0,0.4886905496690275,0.27035296145904986,0.0038252058656247723,0.043586273312545235,0.2241822681659633,0.33540290033230674,1.0,0.9762845849802373,0.46215153481139626
99.0,0.4824595226240674,0.27035296145904986,0.0,0.043586273312545235,0.2153908066692588,0.33104701850980917,1.0,0.952079182046843,0.4557858111914047
100.0,0.4788857483824074,0.2553333524891027,0.0,0.043586273312545235,0.2153908066692588,0.3179793730423166,1.0,0.9358043242340764,0.45194491952406135
101.0,0.47619033141215006,0.2553333524891027,0.0,0.043586273312545235,0.2153908066692588,0.3136234912198192,1.0,0.9316818382242348,0.45065364832542126
102.0,0.47256221460139086,0.2553333524891027,0.0,0.03632189442712102,0.20641618972470632,0.3136234912198192,1.0,0.9190345734519603,0.44674624675034497
103.0,0.4662008001740644,0.24759597817125112,0.0,0.03632189442712102,0.19295426430787765,0.3136234912198192,1.0,0.8893882968889935,0.43890859329858467
104.0,0.46344221555764975,0.24759597817125112,0.0,0.02905751554169682,0.18836011515769008,0.30466282004211004,1.0,0.8806688037822392,0.4375865794633481
105.0,0.46159214683286887,0.23985860385339955,0.0,0.02905751554169682,0.1791718168573149,0.30466282004211004,1.0,0.871817861030659,0.4362605595255805
106.0,0.4578845793884284,0.23212122953554795,0.0,0.02905751554169682,0.17457766770712735,0.3001156137728248,1.0,0.8540256597851357,0.4336085196500451
107.0,0.45043930167479573,0.23212122953554795,0.0,0.02905751554169682,0.16538936940675222,0.2864739949649692,1.0,0.8315513003171054,0.4282881697156888
108.0,0.4476299089408575,0.23212122953554795,0.0,0.02905751554169682,0.15620107110637715,0.2864739949649692,1.0,0.817844410751439,0.42560297742907
109.0,0.44481462649468867,0.23212122953554795,0.0,0.02905751554169682,0.15620107110637715,0.2864739949649692,1.0,0.8086551477092877,0.4229177851424514
110.0,0.4382177994068437,0.23212122953554795,0.0,0.02905751554169682,0.14673433952417247,0.2864739949649692,1.0,0.7854179308210897,0.41753029743363057
111.0,0.4344400597567848,0.23212122953554795,0.0,0.02905751554169682,0.14673433952417247,0.2770814049661178,1.0,0.7760677173589343,0.4148365535792197
112.0,0.4325346208982024,0.22438385521769635,0.0,0.02905751554169682,0.13695205022256096,0.2770814049661178,1.0,0.7664866344285772,0.41212520355582627
113.0,0.4296574504709414,0.22438385521769635,0.0,0.02905751554169682,0.13695205022256096,0.2770814049661178,1.0,0.7518403930063756,0.4080312445801063
114.0,0.42582122323459376,0.22438385521769635,0.0,0.02905751554169682,0.13695205022256096,0.2723041393632538,1.0,0.7323120711101058,0.40530193859629277
115.0,0.4219501212051885,0.20835643698786094,0.0,0.02905751554169682,0.1318797520661698,0.26752687376038975,1.0,0.7122487266961304,0.40119414867808734
116.0,0.4171112436684316,0.20835643698786094,0.0,0.02905751554169682,0.12680745390977863,0.2579723425546615,1.0,0.687169546178661,0.39708635875988146
117.0,0.4141875667268307,0.20835643698786094,0.0,0.02905751554169682,0.12173515575338752,0.2579723425546615,1.0,0.6717851533537655,0.3943288146018266
118.0,0.41222923307800413,0.20002217950834658,0.0,0.02905751554169682,0.12173515575338752,0.2579723425546615,1.0,0.6613698796583584,0.39157127044377205
119.0,0.41124773490400884,0.20002217950834658,0.0,0.02905751554169682,0.1164423228945446,0.2579723425546615,1.0,0.6561209123594828,0.3901876263785998
120.0,0.40928004239250637,0.20002217950834658,0.0,0.02905751554169682,0.1058566571768587,0.2579723425546615,1.0,0.645538316998846,0.38742033824825484
121.0,0.4053446573695016,0.19168792202883211,0.0,0.02905751554169682,0.10056382431801576,0.24823753717524027,1.0,0.6243731262775725,0.38188576198756546
122.0,0.40041345715819393,0.1833536645493177,0.0,0.02905751554169682,0.09527099145917282,0.24823753717524027,1.0,0.6083635589371219,0.37494238449688244
123.0,0.39941740378217855,0.1833536645493177,0.0,0.02905751554169682,0.09527099145917282,0.24823753717524027,1.0,0.6083635589371219,0.37494238449688244
124.0,0.395433190278117,0.1833536645493177,0.0,0.02905751554169682,0.08997815860032991,0.24823753717524027,1.0,0.5862412477030444,0.36936703305454954
125.0,0.39443462161579856,0.1833536645493177,0.0,0.02905751554169682,0.08997815860032991,0.24823753717524027,1.0,0.5806579977249202,0.3679731951939663
126.0,0.39042001986907277,0.1833536645493177,0.0,0.02905751554169682,0.08468532574148696,0.24823753717524027,1.0,0.5578870958533552,0.36377578232103125
127.0,0.3894137827044617,0.1833536645493177,0.0,0.02905751554169682,0.08468532574148696,0.24337013448552966,1.0,0.5578870958533552,0.36377578232103125
128.0,0.3863872507145305,0.17462253766601685,0.0,0.02905751554169682,0.08468532574148696,0.24337013448552966,1.0,0.5462644480230769,0.3595621632207877
129.0,0.38234131091647267,0.17462253766601685,0.0,0.02905751554169682,0.07939249288264404,0.24337013448552966,1.0,0.5227692029468153,0.35534854412054423
130.0,0.3802967049757426,0.17462253766601685,0.0,0.02905751554169682,0.07939249288264404,0.23840339704704955,1.0,0.5104687511127727,0.3539214415337149
131.0,0.3802967049757426,0.17462253766601685,0.0,0.02905751554169682,0.07939249288264404,0.23840339704704955,1.0,0.5104687511127727,0.3539214415337149
132.0,0.3802967049757426,0.17462253766601685,0.0,0.02905751554169682,0.07939249288264404,0.23840339704704955,1.0,0.5104687511127727,0.3539214415337149
133.0,0.3761630451390496,0.17462253766601685,0.0,0.02905751554169682,0.07939249288264404,0.22825857164079214,1.0,0.4910838618300091,0.35103228690894966
134.0,0.373045671836792,0.16543187778885807,0.0,0.02905751554169682,0.07939249288264404,0.22318615893766341,1.0,0.4778113250237925,0.34813119362871026
135.0,0.36782094253935793,0.16543187778885807,0.0,0.02905751554169682,0.07939249288264404,0.21304133353140603,1.0,0.44368194466494987,0.34232900706823194
136.0,0.361533405060053,0.15509238542705445,0.0,0.02905751554169682,0.07372160053388377,0.19275168271889112,1.0,0.40208676235261087,0.3350454111731632
137.0,0.3573295282570293,0.15509238542705445,0.0,0.02905751554169682,0.07372160053388377,0.18767927001576243,1.0,0.37387014745067326,0.3321319728151358
138.0,0.3552213894472534,0.15509238542705445,0.0,0.02905751554169682,0.07372160053388377,0.18767927001576243,1.0,0.359490526394878,0.3292056999268966
139.0,0.3499195776644586,0.15509238542705445,0.0,0.021793136656272617,0.06805070818512347,0.18767927001576243,1.0,0.337022368495198,0.32332702671391655
140.0,0.34458543776103673,0.1447528930652508,0.0,0.021793136656272617,0.06805070818512347,0.1826068573126337,1.0,0.2978337209957564,0.3203607237165413
141.0,0.34243848799305515,0.1447528930652508,0.0,0.021793136656272617,0.061864280168294074,0.177534444609505,1.0,0.2817346009419317,0.3203607237165413
142.0,0.34243848799305515,0.1447528930652508,0.0,0.021793136656272617,0.061864280168294074,0.177534444609505,1.0,0.2817346009419317,0.3203607237165413
143.0,0.3413616374018819,0.1447528930652508,0.0,0.021793136656272617,0.061864280168294074,0.177534444609505,1.0,0.2734482891495219,0.31885668276012546
144.0,0.3381208623632563,0.1447528930652508,0.0,0.021793136656272617,0.061864280168294074,0.177534444609505,1.0,0.24781251204175422,0.3173455136475181
145.0,0.33375801252631093,0.1447528930652508,0.0,0.021793136656272617,0.061864280168294074,0.1566480393613279,1.0,0.2096875101891767,0.3143231754223037
146.0,0.33046434792901164,0.1447528930652508,0.0,0.021793136656272617,0.061864280168294074,0.15142643804928366,1.0,0.17823438366080022,0.30976776708285003
147.0,0.3260285848695617,0.13441340070344718,0.0,0.021793136656272617,0.061864280168294074,0.14020966486044778,1.0,0.1425875069286402,0.3067158678997678
148.0,0.32490821172567996,0.13441340070344718,0.0,0.021793136656272617,0.061864280168294074,0.14020966486044778,1.0,0.12674445060323566,0.3051745821314273
149.0,0.3226440430028529,0.13441340070344718,0.0,0.021793136656272617,0.061864280168294074,0.1346012782660299,1.0,0.10139556048258855,0.302076363023494
150.0,0.3215079724288991,0.13441340070344718,0.0,0.021793136656272617,0.061864280168294074,0.12874904877620255,1.0,0.06759704032172568,0.3005272534695274
151.0,0.3180755029723629,0.12407390834164356,0.0,0.021793136656272617,0.05567785215146467,0.11704458979654775,0.9888475836431228,0.06759704032172568,0.29741298141284833
152.0,0.31578719000133865,0.11373441597983994,0.0,0.021793136656272617,0.04949142413463524,0.11704458979654775,0.9814126394052043,0.06759704032172568,0.29429870935616936
153.0,0.3134905558922379,0.11373441597983994,0.0,0.021793136656272617,0.04949142413463524,0.11704458979654775,0.9739494254173322,0.06759704032172568,0.2911678720225932
154.0,0.3123380170838104,0.11373441597983994,0.0,0.021793136656272617,0.04949142413463524,0.11704458979654775,0.9702034660888037,0.06759704032172568,0.2895939916332821
155.0,0.30886759467176805,0.11373441597983994,0.0,0.021793136656272617,0.04330499611780583,0.11704458979654775,0.9589220304366081,0.06759704032172568,0.28487235046534815
156.0,0.306545281929875,0.11373441597983994,0.0,0.021793136656272617,0.04330499611780583,0.11704458979654775,0.951371463267816,0.06759704032172568,0.28170710212684424
157.0,0.30420524160979967,0.11373441597983994,0.0,0.021793136656272617,0.04330499611780583,0.11704458979654775,0.9437604915616741,0.06759704032172568,0.28012447795759227
158.0,0.29718512064957353,0.10339492361803632,0.0,0.021793136656272617,0.04330499611780583,0.1108843482283084,0.928538548149389,0.06759704032172568,0.2722113571113326
159.0,0.29718512064957353,0.10339492361803632,0.0,0.021793136656272617,0.04330499611780583,0.1108843482283084,0.928538548149389,0.06759704032172568,0.2722113571113326
160.0,0.29718512064957353,0.10339492361803632,0.0,0.021793136656272617,0.04330499611780583,0.1108843482283084,0.928538548149389,0.06759704032172568,0.2722113571113326
161.0,0.29596213661397874,0.10339492361803632,0.0,0.021793136656272617,0.04330499611780583,0.1108843482283084,0.9245534041659155,0.06759704032172568,0.270531040092127
162.0,0.2947391525783836,0.10339492361803632,0.0,0.021793136656272617,0.04330499611780583,0.1108843482283084,0.9245534041659155,0.06759704032172568,0.2688507230729211
163.0,0.2935161685427887,0.10339492361803632,0.0,0.021793136656272617,0.04330499611780583,0.1108843482283084,0.9205682601824415,0.06759704032172568,0.2688507230729211
164.0,0.29226716357026633,0.10339492361803632,0.0,0.021793136656272617,0.03464399689424467,0.1108843482283084,0.9164949492966782,0.06759704032172568,0.2688507230729211
165.0,0.2897476190567296,0.10339492361803632,0.0,0.021793136656272617,0.03464399689424467,0.1108843482283084,0.9124034539873184,0.06759704032172568,0.2688507230729211
166.0,0.2872059732755302,0.10339492361803632,0.0,0.021793136656272617,0.03464399689424467,0.10349205834642114,0.9041464091548544,0.06759704032172568,0.26533633453602024
167.0,0.2846530312908589,0.10339492361803632,0.0,0.021793136656272617,0.03464399689424467,0.10349205834642114,0.895851487969948,0.06759704032172568,0.26179851674220656
168.0,0.2833532457598503,0.10339492361803632,0.0,0.021793136656272617,0.03464399689424467,0.10349205834642114,0.8916257734040522,0.06759704032172568,0.2599804714870523
169.0,0.28071740161324726,0.09190659877158781,0.0,0.021793136656272617,0.03464399689424467,0.10349205834642114,0.8830524486597827,0.06759704032172568,0.25629280522482445
170.0,0.2793932629263924,0.09190659877158781,0.0,0.021793136656272617,0.03464399689424467,0.09553113078131183,0.8787448757394906,0.06759704032172568,0.2544489720937108
171.0,0.27540193059887247,0.08041827392513935,0.0,0.021793136656272617,0.03464399689424467,0.09553113078131183,0.8700872907568357,0.06759704032172568,0.2489174727003692
172.0,0.272728125447427,0.08041827392513935,0.0,0.021793136656272617,0.03464399689424467,0.09553113078131183,0.8657368543030516,0.06759704032172568,0.24522980643814143
173.0,0.26869766053933686,0.08041827392513935,0.0,0.021793136656272617,0.025982997670683503,0.08757020321620251,0.852619629237854,0.06759704032172568,0.24151420331029083
174.0,0.2673474210391392,0.08041827392513935,0.0,0.021793136656272617,0.01732199844712233,0.08757020321620251,0.8482246826953908,0.06759704032172568,0.23965640174636554
175.0,0.26463323402351346,0.08041827392513935,0.0,0.021793136656272617,0.01732199844712233,0.08757020321620251,0.8438068458063523,0.06759704032172568,0.2377840861077221
176.0,0.26186220539499505,0.08041827392513935,0.0,0.021793136656272617,0.01732199844712233,0.08757020321620251,0.8347821736586902,0.06759704032172568,0.23403945483043526
177.0,0.26186220539499505,0.08041827392513935,0.0,0.021793136656272617,0.01732199844712233,0.08757020321620251,0.8347821736586902,0.06759704032172568,0.23403945483043526
178.0,0.2604467340144817,0.08041827392513935,0.0,0.021793136656272617,0.01732199844712233,0.08757020321620251,0.830170117450631,0.06759704032172568,0.23403945483043526
179.0,0.2561771154240803,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.8208944736802326,0.06759704032172568,0.2282843862690311
180.0,0.25473791814641683,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.8162036481163453,0.06759704032172568,0.2263497728260732
181.0,0.25473791814641683,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.8162036481163453,0.06759704032172568,0.2263497728260732
182.0,0.2532822728998658,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.8114582780691578,0.06759704032172568,0.2244151593831152
183.0,0.25181821351894157,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.8066849940805155,0.06759704032172568,0.2224637232145664
184.0,0.25034559238725185,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.8018832976871795,0.06759704032172568,0.22049501769939311
185.0,0.24884651698373536,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7969937653842086,0.06759704032172568,0.21849051753848941
